playerID,year,stint,tmID,S,G,GDG
hejdaja01,2011,1,COL,6,11,3
hejdumi01,2005,1,COL,7,1,1
hejdumi01,2006,1,COL,7,2,2
hejdumi01,2007,1,COL,6,3,1
hejdumi01,2008,1,COL,13,6,1
hejdumi01,2009,1,COL,8,4,1
hejdumi01,2010,1,COL,6,2,2
hemskal01,2005,1,EDM,14,5,0
hemskal01,2006,1,EDM,6,1,0
hemskal01,2007,1,EDM,16,6,4
hemskal01,2008,1,EDM,6,2,2
hemskal01,2009,1,EDM,4,2,1
hemskal01,2010,1,EDM,3,0,0
hemskal01,2011,1,EDM,3,6,1
hendrma01,2009,1,COL,2,1,1
hendrma01,2010,1,WAS,4,2,0
hendrma01,2011,1,WAS,5,6,3
henriad01,2011,1,NJD,1,3,1
hensitj01,2007,1,COL,2,0,0
hensitj01,2008,1,COL,1,0,0
hewarja01,2005,1,WAS,1,0,0
higgich01,2006,1,MTL,4,1,0
higgich01,2007,1,MTL,3,0,0
higgich01,2009,1,NYR,1,0,0
higgich01,2010,1,FLO,2,0,0
hilbean01,2005,2,PIT,1,0,0
hilbean01,2006,1,NYI,3,1,1
hodgsco01,2011,1,VAN,3,7,2
hodgsco01,2011,2,BUF,0,1,0
holikbo01,2007,1,ATL,1,0,0
hollwry01,2005,1,NYR,1,0,0
hollwry01,2006,1,NYR,1,0,0
holmqmi01,2005,1,CHI,5,2,1
holmqmi01,2006,1,CHI,3,0,0
holmsto01,2005,1,DET,2,1,1
holmsto01,2006,1,DET,2,0,0
holmsto01,2009,1,DET,1,0,0
horcosh01,2005,1,EDM,1,0,0
horcosh01,2007,1,EDM,7,5,3
horcosh01,2008,1,EDM,1,0,0
horcosh01,2009,1,EDM,7,4,3
horcosh01,2010,1,EDM,1,0,0
horcosh01,2011,1,EDM,1,3,0
hornqpa01,2009,1,NAS,3,0,0
hortona01,2005,1,FLO,7,2,0
hortona01,2006,1,FLO,7,2,1
hortona01,2007,1,FLO,10,3,1
hortona01,2008,1,FLO,7,2,1
hortona01,2009,1,FLO,8,2,1
hortona01,2010,1,BOS,1,0,0
hortona01,2011,1,BOS,1,1,0
hossama01,2005,1,ATL,9,3,2
hossama01,2006,1,ATL,10,5,1
hossama01,2007,1,ATL,10,2,1
hossama01,2008,1,DET,4,2,2
hossama01,2009,1,CHI,5,2,0
hossama01,2010,1,CHI,2,0,0
hossama01,2011,1,CHI,0,4,0
hossama02,2005,1,NYR,1,0,0
hossama02,2006,1,NYR,4,3,3
hossama02,2007,1,NYR,4,1,0
hrdinja01,2005,1,CBS,2,0,0
hudleji01,2006,1,DET,3,0,0
hudleji01,2007,1,DET,8,4,1
hudleji01,2008,1,DET,7,3,1
hudleji01,2010,1,DET,7,2,1
hudleji01,2011,1,DET,3,12,2
huntetr01,2005,1,NYI,9,5,2
huntetr01,2006,1,NYI,5,0,0
huntetr01,2007,1,NYI,3,0,0
huntetr01,2008,1,NYI,3,0,0
huntetr01,2009,1,NYI,2,1,1
huselkr01,2005,1,FLO,1,0,0
huselkr01,2005,2,CAL,2,0,0
huselkr01,2006,1,CAL,5,1,0
huselkr01,2007,1,CAL,5,4,2
huselkr01,2008,1,CBS,8,2,2
huselkr01,2009,1,CBS,11,4,1
huselkr01,2010,1,CBS,4,1,0
iginlja01,2005,1,CAL,9,1,0
iginlja01,2006,1,CAL,4,3,1
iginlja01,2007,1,CAL,5,3,1
iginlja01,2008,1,CAL,5,0,0
iginlja01,2009,1,CAL,4,0,0
iginlja01,2010,1,CAL,1,0,0
iginlja01,2011,1,CAL,2,7,2
isbisbr01,2005,1,BOS,1,0,0
isbisbr01,2007,1,VAN,1,0,0
jagrja01,2005,1,NYR,8,2,1
jagrja01,2006,1,NYR,9,3,1
jagrja01,2007,1,NYR,5,0,0
jagrja01,2011,1,PHI,0,1,0
jeffrdu01,2010,1,PIT,1,1,1
johanma03,2010,1,WAS,1,0,0
johanry01,2011,1,CBS,0,2,0
johnser01,2010,1,STL,2,0,0
johnsja02,2008,1,LAK,6,3,1
johnsja02,2009,1,LAK,17,6,1
johnsja02,2010,1,LAK,7,1,0
johnsja02,2011,1,LAK,0,4,0
johnsja02,2011,2,CBS,0,1,0
johnsmi01,2005,1,PHO,1,0,0
johnsry01,2008,1,VAN,1,0,0
jokinju01,2005,1,DAL,13,10,3
jokinju01,2006,1,DAL,12,5,2
jokinju01,2007,1,DAL,4,2,1
jokinju01,2008,1,TBL,9,3,0
jokinju01,2008,2,CAR,3,2,1
jokinju01,2009,1,CAR,9,4,1
jokinju01,2010,1,CAR,10,2,1
jokinju01,2011,1,CAR,2,6,0
jokinol01,2005,1,FLO,9,4,2
jokinol01,2006,1,FLO,6,1,0
jokinol01,2007,1,FLO,8,3,2
jokinol01,2008,1,PHO,2,0,0
jokinol01,2008,2,CAL,1,1,1
jokinol01,2009,1,CAL,9,5,1
jokinol01,2009,2,NYR,1,0,0
jokinol01,2010,1,CAL,5,1,1
jokinol01,2011,1,CAL,3,8,0
jonesbl01,2011,2,CAL,1,2,0
jonesda01,2007,1,COL,1,0,0
jonesda01,2009,1,COL,1,0,0
jonesda01,2010,1,COL,4,0,0
jonesda01,2011,1,COL,0,1,0
jonesry01,2009,2,EDM,1,0,0
jonesry01,2010,1,EDM,2,0,0
josefja01,2010,1,NJD,1,0,0
jovaned01,2007,1,PHO,1,0,0
kaberto01,2006,1,TOR,3,1,0
kaberto01,2007,1,TOR,4,3,1
kaberto01,2008,1,TOR,3,1,0
kaberto01,2009,1,TOR,1,0,0
kaberto01,2010,1,TOR,1,0,0
kaberto01,2011,2,MTL,0,1,0
kadrina01,2010,1,TOR,4,2,1
kadrina01,2011,1,TOR,1,3,1
kaletpa01,2009,1,BUF,1,0,0
kaneev01,2010,1,ATL,4,0,0
kaneev01,2011,1,WPG,1,2,1
kanepa01,2007,1,CHI,9,7,3
kanepa01,2008,1,CHI,9,3,1
kanepa01,2009,1,CHI,15,4,0
kanepa01,2010,1,CHI,10,3,2
kanepa01,2011,1,CHI,6,12,4
kapanni01,2005,1,DAL,1,0,0
kapanni01,2006,2,PHO,1,0,0
kapanni01,2007,1,PHO,1,0,0
kapansa01,2006,1,PHI,1,0,0
kariypa01,2005,1,NAS,7,5,2
kariypa01,2006,1,NAS,11,7,1
kariypa01,2007,1,STL,6,0,0
kariypa01,2008,1,STL,1,0,0
kariypa01,2009,1,STL,1,0,0
karlser01,2010,1,OTT,3,1,1
karlser01,2011,1,OTT,0,1,0
kenneti01,2009,1,BUF,1,0,0
kennety01,2010,1,PIT,3,0,0
keslery01,2005,1,VAN,2,0,0
keslery01,2006,1,VAN,3,2,1
keslery01,2007,1,VAN,9,1,0
keslery01,2008,1,VAN,3,1,0
keslery01,2009,1,VAN,5,3,0
keslery01,2010,1,VAN,8,2,1
keslery01,2011,1,VAN,1,5,1
kesseph01,2006,1,BOS,7,4,4
kesseph01,2007,1,BOS,13,5,5
kesseph01,2008,1,BOS,8,1,0
kesseph01,2009,1,TOR,7,3,2
kesseph01,2010,1,TOR,8,1,1
kesseph01,2011,1,TOR,1,7,1
klepija01,2005,1,WAS,2,0,0
knublmi01,2005,1,PHI,2,0,0
knublmi01,2006,1,PHI,1,0,0
knublmi01,2009,1,WAS,2,1,1
knublmi01,2010,1,WAS,2,1,1
kobasch01,2005,1,CAL,4,0,0
kobasch01,2006,1,CAL,1,0,0
kobasch01,2007,1,BOS,3,0,0
kobasch01,2009,2,MIN,1,0,0
koistvi01,2008,1,NAS,4,3,1
koistvi01,2009,1,FLO,2,1,1
koivumi01,2005,1,MIN,6,4,1
koivumi01,2006,1,MIN,15,8,4
koivumi01,2007,1,MIN,7,1,1
koivumi01,2008,1,MIN,6,2,1
koivumi01,2009,1,MIN,12,5,2
koivumi01,2010,1,MIN,6,3,1
koivumi01,2011,1,MIN,4,12,0
koivusa01,2006,1,MTL,9,5,2
koivusa01,2007,1,MTL,11,5,2
koivusa01,2008,1,MTL,6,1,1
koivusa01,2009,1,AND,3,1,1
koivusa01,2010,1,AND,2,0,0
koivusa01,2011,1,AND,1,4,1
kolankr01,2008,1,MIN,1,0,0
kolankr01,2011,1,CAL,0,1,0
kolniju01,2005,1,FLO,1,0,0
kolniju01,2006,1,FLO,1,0,0
koltsko01,2005,1,PIT,1,0,0
kondrma01,2005,1,NYR,1,0,0
konopze01,2006,1,CBS,1,0,0
kopecto01,2009,1,CHI,3,1,0
kopecto01,2011,1,FLO,0,2,0
kopitan01,2006,1,LAK,9,5,2
kopitan01,2007,1,LAK,8,3,0
kopitan01,2008,1,LAK,7,2,0
kopitan01,2009,1,LAK,16,8,4
kopitan01,2010,1,LAK,10,3,2
kopitan01,2011,1,LAK,1,9,0
korpila01,2009,1,PHO,17,7,2
korpila01,2010,1,PHO,4,0,0
korpila01,2011,1,PHO,0,2,0
kostian01,2006,1,MTL,2,1,1
kostian01,2007,1,MTL,6,2,2
kostian01,2008,1,MTL,5,0,0
kostian01,2009,1,MTL,4,2,1
kostian01,2010,1,MTL,3,0,0
kostian01,2011,1,MTL,0,2,0
kostian01,2011,2,NAS,1,2,1
kostise01,2007,1,MTL,1,0,0
kostise01,2010,1,NAS,1,0,0
kostise01,2011,1,NAS,0,2,0
kostoto01,2006,1,LAK,1,0,0
kotalal01,2005,1,BUF,6,2,1
kotalal01,2006,1,BUF,7,5,4
kotalal01,2007,1,BUF,12,5,1
kotalal01,2008,1,BUF,11,6,4
kotalal01,2008,2,EDM,2,2,1
kotalal01,2009,1,NYR,4,1,0
kotalal01,2010,1,CAL,2,1,0
kovalal01,2005,1,MTL,4,1,0
kovalal01,2006,1,MTL,9,4,1
kovalal01,2007,1,MTL,7,1,0
kovalal01,2008,1,MTL,8,4,2
kovalal01,2009,1,OTT,9,5,2
kovalal01,2010,1,OTT,4,1,0
kovalal01,2010,2,PIT,6,3,2
kovalil01,2005,1,ATL,10,1,0
kovalil01,2006,1,ATL,4,1,0
kovalil01,2007,1,ATL,10,4,2
kovalil01,2008,1,ATL,5,1,0
kovalil01,2009,1,ATL,7,2,1
kovalil01,2009,2,NJD,1,0,0
kovalil01,2010,1,NJD,5,2,1
kovalil01,2011,1,NJD,11,14,7
kozlovi01,2005,1,NJD,12,8,5
kozlovi01,2006,1,NYI,13,5,2
kozlovi01,2007,1,WAS,7,3,1
kozlovi01,2008,1,WAS,5,1,1
kozlovy01,2005,1,ATL,7,5,2
kozlovy01,2006,1,ATL,11,7,5
kozlovy01,2007,1,ATL,14,5,1
kozlovy01,2008,1,ATL,8,6,3
kozlovy01,2009,1,ATL,6,4,0
krejcda01,2007,1,BOS,5,1,0
krejcda01,2008,1,BOS,3,1,0
krejcda01,2009,1,BOS,10,4,3
krejcda01,2010,1,BOS,2,0,0
krejcda01,2011,1,BOS,5,10,2
krepska01,2007,1,FLO,2,1,0
krepska01,2008,1,FLO,1,0,0
krepska01,2009,1,FLO,2,1,0
kronwni01,2009,1,DET,2,1,1
krugema01,2011,1,CHI,0,1,0
kubafi01,2005,1,MIN,1,0,0
kubafi01,2006,1,TBL,2,0,0
kubalto01,2010,1,CBS,1,0,0
kubinpa01,2005,1,TBL,1,0,0
kubinpa01,2007,1,TOR,1,0,0
kubinpa01,2008,1,TOR,1,0,0
kubinpa01,2010,1,TBL,1,0,0
kulemni01,2008,1,TOR,9,3,1
kulemni01,2009,1,TOR,4,3,1
kulemni01,2010,1,TOR,4,0,0
kulemni01,2011,1,TOR,0,1,0
kulikdm01,2011,1,FLO,2,4,1
kunitch01,2005,2,ANA,6,2,2
kunitch01,2006,1,AND,6,2,0
kunitch01,2007,1,AND,6,2,1
kunitch01,2008,1,AND,1,0,0
kunitch01,2008,2,PIT,1,0,0
kunitch01,2009,1,PIT,2,1,1
kunitch01,2010,1,PIT,5,2,2
kunitch01,2011,1,PIT,4,6,2
kwiatjo01,2006,1,FLO,1,0,0
laaksan01,2005,1,COL,3,1,1
laddan01,2009,1,CHI,4,1,1
laddan01,2010,1,ATL,5,2,1
laddan01,2011,1,WPG,1,3,1
laichbr01,2005,1,WAS,6,2,0
laichbr01,2006,1,WAS,2,0,0
laichbr01,2007,1,WAS,2,0,0
laichbr01,2008,1,WAS,1,0,0
laichbr01,2009,1,WAS,3,1,0
laichbr01,2010,1,WAS,1,0,0
laichbr01,2011,1,WAS,1,1,1
landean01,2011,1,EDM,0,2,0
landega01,2011,1,COL,1,2,1
langeja01,2005,1,NJD,3,0,0
langeja01,2006,1,NJD,5,3,1
langeja01,2007,1,NJD,6,3,2
langeja01,2008,1,NJD,5,3,1
langeja01,2009,1,NJD,9,3,2
langeja01,2010,1,NJD,1,1,0
langeja01,2010,2,DAL,1,0,0
langeja01,2011,1,STL,0,3,0
langfjo01,2006,1,DET,2,0,0
langkda01,2006,1,CAL,1,0,0
langkda01,2011,1,PHO,0,1,0
langro01,2005,1,DET,2,0,0
langro01,2007,1,CHI,2,1,1
langro01,2008,1,MTL,1,0,0
langro01,2009,1,PHO,8,5,2
laperia01,2007,1,COL,1,0,0
lapiema01,2008,1,MTL,3,2,1
lapiema01,2009,1,MTL,3,1,1
lapiema01,2011,1,VAN,1,2,0
larosch01,2009,1,CAR,1,1,1
larosch01,2011,1,CAR,0,2,0
latengu01,2006,1,MTL,1,0,0
latengu01,2009,1,MTL,1,0,0
latengu01,2009,2,MIN,5,1,1
leblalo01,2011,1,MTL,0,2,0
lecavvi01,2005,1,TBL,9,4,1
lecavvi01,2006,1,TBL,12,3,2
lecavvi01,2007,1,TBL,3,1,0
lecavvi01,2008,1,TBL,11,3,0
lecavvi01,2009,1,TBL,8,1,1
lecavvi01,2010,1,TBL,5,0,0
lecavvi01,2011,1,TBL,0,1,0
leclajo01,2005,1,PIT,1,0,0
legwada01,2007,1,NAS,1,0,0
legwada01,2008,1,NAS,3,1,1
legwada01,2009,1,NAS,9,4,2
legwada01,2010,1,NAS,3,0,0
legwada01,2011,1,NAS,2,4,1
lehtije01,2005,1,DAL,1,0,0
lehtije01,2006,1,DAL,3,1,1
lehtije01,2007,1,DAL,2,0,0
lehtije01,2008,1,DAL,3,2,0
lehtije01,2009,1,DAL,4,1,0
leinovi01,2009,1,DET,3,0,0
leinovi01,2010,1,PHI,4,2,1
leinovi01,2011,1,BUF,0,1,0
lemiema01,2005,1,PIT,3,0,0
leopojo01,2008,1,COL,1,1,1
leopojo01,2010,1,BUF,1,0,0
letankr01,2007,1,PIT,8,5,3
letankr01,2008,1,PIT,8,2,1
letankr01,2009,1,PIT,10,4,3
letankr01,2010,1,PIT,13,3,1
letankr01,2011,1,PIT,2,9,1
letesma01,2010,1,PIT,4,1,1
letesma01,2011,2,CBS,2,5,0
letowtr01,2005,1,CBS,4,2,1
lewistr01,2011,1,LAK,0,1,0
lilesjo01,2007,1,COL,1,1,0
lilesjo01,2009,1,COL,1,0,0
lindetr01,2006,1,VAN,3,2,1
lindetr01,2007,1,VAN,9,5,0
lindrer01,2005,1,TOR,3,1,1
lindrer01,2006,1,DAL,1,1,0
lindsjo01,2007,1,CBS,1,0,0
lindsjo01,2008,1,PHO,3,0,0
lindsjo01,2011,1,COL,1,1,1
lisinen01,2009,1,NYR,1,0,0
littlbr01,2007,1,ATL,1,1,0
littlbr01,2008,1,ATL,7,1,0
littlbr01,2009,1,ATL,4,1,1
littlbr01,2010,1,ATL,10,3,0
littlbr01,2011,1,WPG,2,5,2
lombama01,2005,1,CAL,3,1,0
lombama01,2006,1,CAL,2,0,0
lombama01,2007,1,CAL,1,0,0
lombama01,2008,2,PHO,1,0,0
lombama01,2009,1,PHO,3,1,1
lucicmi01,2010,1,BOS,1,0,0
lundmja01,2005,2,PHO,1,0,0
lundmja01,2006,2,LAK,3,2,0
lundmja01,2009,1,CAL,4,2,2
lundmja01,2009,2,TOR,1,0,0
lupuljo01,2005,1,ANA,2,0,0
lupuljo01,2006,1,EDM,2,0,0
lupuljo01,2007,1,PHI,1,1,0
lupuljo01,2008,1,PHI,2,0,0
lupuljo01,2009,1,AND,2,1,0
lupuljo01,2010,1,AND,3,1,0
lupuljo01,2010,2,TOR,2,0,0
lupuljo01,2011,1,TOR,2,3,2
lydmato01,2008,1,BUF,1,1,1
lydmato01,2010,1,AND,1,0,0
macarcl01,2006,1,BUF,1,0,0
macarcl01,2007,1,BUF,3,0,0
macarcl01,2008,1,BUF,1,0,0
macarcl01,2009,1,BUF,2,0,0
macarcl01,2009,2,ATL,1,0,0
macarcl01,2010,1,TOR,1,0,0
mackede01,2010,1,CBS,1,0,0
maddejo01,2005,1,NJD,2,0,0
maddejo01,2006,1,NJD,6,4,3
maddejo01,2007,1,NJD,2,0,0
maddejo01,2009,1,CHI,2,0,0
maddejo01,2010,1,MIN,1,1,1
maddejo01,2011,1,FLO,0,2,0
mairad01,2009,1,BUF,1,0,0
malhoma01,2006,1,CBS,2,1,1
malhoma01,2009,1,SJS,1,0,0
malikma01,2005,1,NYR,1,1,1
malkiev01,2006,1,PIT,12,3,2
malkiev01,2007,1,PIT,5,0,0
malkiev01,2008,1,PIT,7,2,1
malkiev01,2009,1,PIT,2,1,0
malkiev01,2010,1,PIT,3,1,0
malkiev01,2011,1,PIT,8,11,3
malonry01,2005,1,PIT,2,0,0
malonry01,2008,1,TBL,4,1,1
malonry01,2009,1,TBL,1,0,0
malonry01,2010,1,TBL,3,2,2
malonry01,2011,1,TBL,0,3,0
marchto01,2007,1,AND,1,0,0
markoan01,2007,1,MTL,2,1,1
markoan01,2008,1,MTL,7,3,1
markoan01,2009,1,MTL,1,0,0
markoan01,2011,1,MTL,0,2,0
marlepa01,2005,1,SJS,5,0,0
marlepa01,2006,1,SJS,1,0,0
marlepa01,2007,1,SJS,8,4,1
marlepa01,2008,1,SJS,2,1,0
marlepa01,2009,1,SJS,7,2,1
marlepa01,2010,1,SJS,3,0,0
marlepa01,2011,1,SJS,0,1,0
martima02,2010,1,NYI,1,0,0
matthsh01,2009,1,FLO,1,0,0
matthsh01,2011,1,FLO,0,1,0
mayorma01,2010,1,CBS,2,1,1
mcammde01,2005,1,STL,6,1,0
mcammde01,2006,1,OTT,5,2,1
mcammde01,2007,1,OTT,3,1,1
mcammde01,2008,1,OTT,1,0,0
mccleja01,2005,1,STL,4,2,0
mcdonan01,2005,1,ANA,6,2,0
mcdonan01,2006,1,AND,10,1,0
mcdonan01,2007,1,AND,2,2,0
mcdonan01,2007,2,STL,3,1,1
mcdonan01,2008,1,STL,6,2,0
mcdonan01,2009,1,STL,9,4,1
mcdonan01,2010,1,STL,5,3,1
mcdonan01,2011,1,STL,2,4,0
mcginja01,2009,1,SJS,1,0,0
mcleabr01,2006,1,COL,3,2,1
mcleoco01,2007,1,COL,1,1,1
meszaan01,2009,1,TBL,1,0,0
metrogl01,2006,2,STL,1,0,0
metrogl01,2007,1,BOS,1,0,0
meyerfr01,2006,1,PHI,1,0,0
michami01,2005,1,SJS,2,1,0
michami01,2007,1,SJS,1,0,0
michami01,2008,1,SJS,4,1,0
michami01,2009,1,OTT,1,0,0
michami01,2011,1,OTT,4,10,1
mielean01,2011,1,PHO,0,1,0
miettan01,2005,1,DAL,5,2,2
miettan01,2006,1,DAL,3,0,0
miettan01,2007,1,DAL,1,1,0
miettan01,2008,1,MIN,5,3,1
miettan01,2009,1,MIN,7,2,0
miettan01,2010,1,MIN,4,0,0
miettan01,2011,1,WPG,0,1,0
milledr01,2009,2,DET,2,1,1
mitchjo02,2008,1,TOR,2,1,1
mitchjo02,2009,1,TOR,3,2,1
mitchjo02,2010,1,TOR,1,1,0
mitchjo02,2011,1,NYR,0,4,0
mitchto01,2007,1,SJS,2,0,0
mitchto01,2009,1,SJS,1,0,0
modanmi01,2005,1,DAL,7,3,2
modanmi01,2006,1,DAL,3,0,0
modanmi01,2007,1,DAL,6,2,1
modanmi01,2008,1,DAL,5,2,1
modanmi01,2009,1,DAL,7,1,1
modanmi01,2010,1,DET,2,0,0
modinfr01,2006,1,CBS,3,0,0
moentr01,2008,1,AND,1,0,0
moentr01,2011,1,MTL,0,1,0
mogilal01,2005,1,NJD,4,0,0
molleos01,2008,1,LAK,1,0,0
molleos01,2009,1,LAK,1,0,0
montast01,2006,1,FLO,2,1,0
montast01,2007,1,FLO,2,0,0
montast01,2008,1,AND,1,0,0
mooredo01,2005,1,NYR,1,0,0
mooredo01,2010,1,TBL,6,3,2
mooredo01,2011,1,TBL,2,4,2
mooredo01,2011,2,SJS,0,1,0
moreaet01,2007,1,EDM,1,0,0
morribr01,2006,1,VAN,9,6,0
morribr01,2007,1,VAN,3,0,0
morribr01,2008,1,AND,1,0,0
morribr01,2009,1,WAS,5,1,0
morribr01,2010,1,CAL,2,0,0
morrobr01,2005,1,DAL,1,1,1
morrobr01,2007,1,DAL,1,1,1
morrobr01,2009,1,DAL,2,0,0
morrobr01,2010,1,DAL,1,1,0
morrobr01,2011,1,DAL,0,1,0
moulsma01,2009,1,NYI,7,4,2
moulsma01,2010,1,NYI,2,0,0
moulsma01,2011,1,NYI,2,4,1
muellpe01,2007,1,PHO,10,3,3
muellpe01,2008,1,PHO,6,3,0
muellpe01,2009,1,PHO,7,2,0
muellpe01,2009,2,COL,1,1,0
muellpe01,2011,1,COL,2,3,1
muirbr01,2005,1,WAS,1,1,0
murragl01,2005,1,BOS,5,1,0
murragl01,2006,1,BOS,4,0,0
myersty01,2009,1,BUF,3,1,1
myersty01,2010,1,BUF,1,0,0
nagyla01,2005,1,PHO,5,1,1
nagyla01,2006,1,PHO,4,3,3
nagyla01,2006,2,DAL,2,1,1
nashri01,2005,1,CBS,8,3,2
nashri01,2006,1,CBS,5,1,0
nashri01,2007,1,CBS,10,4,2
nashri01,2008,1,CBS,11,4,1
nashri01,2009,1,CBS,12,5,0
nashri01,2010,1,CBS,12,5,1
nashri01,2011,1,CBS,4,9,3
nasluma02,2005,1,VAN,7,2,1
nasluma02,2006,1,VAN,7,2,1
nasluma02,2007,1,VAN,5,1,0
nasluma02,2008,1,NYR,12,5,1
nealja01,2008,1,DAL,7,5,2
nealja01,2009,1,DAL,10,0,0
nealja01,2010,1,DAL,2,0,0
nealja01,2010,2,PIT,4,3,2
nealja01,2011,1,PIT,4,9,2
nedvepe01,2005,1,PHO,1,0,0
nedvepe01,2005,2,PHI,3,1,1
nedvepe01,2006,1,PHI,2,0,0
niedeni01,2011,1,NYI,0,1,0
niedero01,2005,1,ANA,1,1,1
niedero01,2006,1,AND,2,0,0
niedero01,2008,1,AND,1,0,0
niedesc01,2005,1,ANA,1,0,0
niedesc01,2008,1,AND,1,0,0
nielsfr01,2006,1,NYI,1,1,0
nielsfr01,2007,1,NYI,1,0,0
nielsfr01,2008,1,NYI,5,3,1
nielsfr01,2009,1,NYI,12,7,2
nielsfr01,2010,1,NYI,8,5,2
nielsfr01,2011,1,NYI,7,11,4
niemivi01,2005,1,NYR,1,1,0
nieuwjo01,2005,1,FLO,7,2,2
nieuwjo01,2006,1,FLO,2,0,0
nilssro01,2005,1,NYI,2,1,1
nilssro01,2007,1,EDM,7,4,1
nilssro01,2008,1,EDM,5,2,1
nilssro01,2009,1,EDM,6,1,0
niskama01,2009,1,DAL,3,1,1
nolanow01,2006,1,PHO,1,0,0
nolanow01,2007,1,CAL,2,0,0
nolanow01,2008,1,MIN,1,0,0
nolanow01,2009,1,MIN,4,2,1
novotji01,2006,2,WAS,1,0,0
novotji01,2007,1,CBS,2,0,0
novotji01,2008,1,CBS,1,0,0
nugenry01,2011,1,EDM,2,5,2
nummepe01,2006,1,MIN,7,6,1
nummepe01,2007,1,MIN,3,2,0
nylanmi01,2005,1,NYR,11,5,0
nylanmi01,2006,1,NYR,13,5,1
nylanmi01,2007,1,WAS,1,0,0
nylanmi01,2008,1,WAS,3,1,1
ohlunma01,2008,1,VAN,1,1,1
ohlunma01,2009,1,TBL,1,0,0
okposky01,2007,1,NYI,2,1,0
okposky01,2008,1,NYI,4,0,0
okposky01,2009,1,NYI,4,0,0
okposky01,2010,1,NYI,2,1,1
okposky01,2011,1,NYI,0,2,0
oleszro01,2005,1,FLO,1,0,0
oleszro01,2006,1,FLO,3,0,0
oleszro01,2007,1,FLO,3,0,0
oleszro01,2008,1,FLO,2,1,0
oleszro01,2009,1,FLO,9,2,1
omarkli01,2010,1,EDM,5,2,1
omarkli01,2011,1,EDM,0,2,0
oneilje01,2005,1,TOR,1,0,0
oneilje01,2006,1,TOR,2,1,1
oreilca01,2009,1,NAS,4,2,1
oreilca01,2010,1,NAS,6,3,1
oreilca01,2011,1,NAS,0,1,0
oreilca01,2011,3,PIT,0,1,0
oreilry01,2009,1,COL,3,1,0
oreilry01,2010,1,COL,2,1,1
oreilry01,2011,1,COL,2,5,2
orlovdm01,2011,1,WAS,0,1,0
ortmeje01,2005,1,NYR,1,0,0
oshietj01,2008,1,STL,6,2,2
oshietj01,2009,1,STL,8,5,2
oshietj01,2010,1,STL,5,4,1
oshietj01,2011,1,STL,5,14,2
osullpa01,2006,1,LAK,2,0,0
osullpa01,2007,1,LAK,5,4,3
osullpa01,2008,1,LAK,9,3,1
osullpa01,2008,2,EDM,2,1,1
osullpa01,2009,1,EDM,11,4,1
osullpa01,2010,1,CAR,1,0,0
osullpa01,2010,2,MIN,1,1,0
osullpa01,2011,1,PHO,2,3,1
ottst01,2009,1,DAL,2,1,1
ottst01,2010,1,DAL,1,0,0
ottst01,2011,1,DAL,0,1,0
ouellmi01,2005,1,PIT,3,1,0
ouellmi01,2006,1,PIT,1,0,0
ovechal01,2005,1,WAS,13,6,3
ovechal01,2006,1,WAS,12,2,0
ovechal01,2007,1,WAS,6,1,0
ovechal01,2008,1,WAS,7,2,0
ovechal01,2009,1,WAS,9,2,1
ovechal01,2010,1,WAS,10,4,3
ovechal01,2011,1,WAS,3,8,0
paajama01,2010,1,EDM,2,0,0
pacioma01,2010,1,MTL,2,1,0
pacioma01,2011,1,MTL,2,13,1
pahlssa01,2006,1,AND,1,0,0
pahlssa01,2008,1,AND,1,0,0
pahlssa01,2009,1,CBS,1,0,0
palffzi01,2005,1,PIT,2,0,0
palmiky01,2011,1,AND,0,1,0
parenpi01,2009,1,NYR,3,3,2
parenpi01,2010,1,NYI,8,2,1
parenpi01,2011,1,NYI,2,6,1
parisza01,2005,1,NJD,3,1,1
parisza01,2006,1,NJD,14,7,2
parisza01,2007,1,NJD,11,4,3
parisza01,2008,1,NJD,8,4,2
parisza01,2009,1,NJD,11,5,1
parisza01,2011,1,NJD,8,16,0
parkri01,2005,1,VAN,1,0,0
parkri01,2007,1,NYI,5,2,2
parkri01,2008,1,NYI,2,1,1
parkri01,2009,1,NYI,2,0,0
parrima01,2005,1,NYI,2,0,0
parrima01,2005,2,LAK,1,0,0
parrima01,2006,1,MIN,2,0,0
parrima01,2008,1,DAL,1,0,0
parsesc01,2009,1,LAK,1,0,0
paveljo01,2006,1,SJS,3,3,0
paveljo01,2007,1,SJS,11,7,0
paveljo01,2008,1,SJS,10,4,2
paveljo01,2009,1,SJS,9,3,2
paveljo01,2010,1,SJS,9,2,1
paveljo01,2011,1,SJS,4,10,2
pecami01,2005,1,EDM,5,2,0
pecami01,2007,1,CBS,4,1,0
peltovi01,2006,1,FLO,7,3,0
peltovi01,2007,1,FLO,4,0,0
peltovi01,2008,1,FLO,1,0,0
pennedu01,2007,1,EDM,1,0,0
pennedu01,2009,1,EDM,6,1,0
pennedu01,2010,1,EDM,3,0,0
pennedu01,2010,2,LAK,1,0,0
perezal01,2005,1,MTL,3,0,0
perezal01,2006,1,MTL,2,0,0
perrajo01,2007,1,PHO,4,1,0
perrema01,2009,1,WAS,1,0,0
perrema01,2010,1,WAS,2,0,0
perrema01,2011,1,WAS,0,1,0
perreya01,2006,1,PHO,4,1,0
perreya01,2006,2,TOR,2,1,0
perreya01,2007,1,CHI,2,0,0
