playerID,coachID,hofID,firstName,lastName,nameNote,nameGiven,nameNick,height,weight,shootCatch,legendsID,ihdbID,hrefID,firstNHL,lastNHL,firstWHA,lastWHA,pos,birthYear,birthMon,birthDay,birthCountry,birthState,birthCity,deathYear,deathMon,deathDay,deathCountry,deathState,deathCity
dionco01,,,Connie,Dion,,Conrad,,64,140,R,18491,13281,dionco01,1943,1944,,,G,1918,8,11,Canada,QC,St. Remi de Tinqwick,,,,,,
dionmi01,,,Michel,Dion,,Michel J.,,70,185,L,18492,1371,dionmi01,1979,1984,1974,1978,G,1954,2,11,Canada,QC,Granby,,,,,,
dionngi01,,,Gilbert,Dionne,,Gilbert,,72,194,L,10365,1373,dionngi01,1990,1995,,,L,1970,9,19,Canada,QC,Drummondville,,,,,,
dionnma01,,dionnma01h,Marcel,Dionne,,Marcel Elphege,Little Beaver/Lou,69,190,R,P199201,1374,dionnma01,1971,1988,,,C,1951,8,3,Canada,QC,Drummondville,,,,,,
dipenjo01,,,Joe,DiPenta,,,,74,199,R,16720,35562,dipenjo01,2002,2007,,,D,1979,2,25,Canada,ON,Barrie,,,,,,
dipiepa01,,,Paul,DiPietro,,Paul,Rocky,69,181,R,10366,1355,dipiepa01,1991,1996,,,C,1970,9,8,Canada,ON,Sault Ste. Marie,,,,,,
dipieri01,,,Rick,DiPietro,,,,73,210,R,19554,49709,dipieri01,2000,2011,,,G,1981,9,19,USA,MA,Winthrop,,,,,,
dirkro01,,,Robert,Dirk,,Robert,,76,210,L,10367,1375,dirkro01,1987,1995,,,D,1966,8,20,Canada,SK,Regina,,,,,,
disaljo01,,,Jon,DiSalvatore,,,,73,200,R,19659,49601,disaljo01,2005,2011,,,L,1981,3,30,USA,ME,Bangor,,,,,,
divisre01,,,Reinhard,Divis,,,,72,200,L,19820,41826,divisre01,2001,2005,,,G,1975,7,4,Austria,,Vienna,,,,,,
divisto01,,,Tomas,Divisek,,,,74,210,L,17756,47299,divisto01,2000,2001,,,R,1979,7,19,Czech Republic,,Most,,,,,,
djoospe01,,,Per,Djoos,,Per Olav,,71,176,R,10369,1382,djoospe01,1990,1992,,,D,1968,5,11,Sweden,,Mora,,,,,,
doakga01,,,Gary,Doak,,Gary Walter,Doakie,71,175,R,12469,1383,doakga01,1965,1980,,,D,1946,2,26,Canada,ON,Goderich,,,,,,
doansh01,,,Shane,Doan,,Shane Albert,,74,216,R,10558,17661,doansh01,1995,2011,,,R,1976,10,10,Canada,AB,Halkirk,,,,,,
dobbibr01,,,Brian,Dobbin,,Brian,,71,205,R,10370,1384,dobbibr01,1986,1991,,,R,1966,8,18,Canada,ON,Petrolia,,,,,,
dobekbo01,,,Bob,Dobek,,Robert Andrew,,72,180,L,,12042,dobekbo01,,,1975,1976,C,1952,10,4,USA,MI,Detroit,,,,,,
dobsoji01,,,Jim,Dobson,,James Herold,,73,195,R,12470,7464,dobsoji01,1979,1983,,,F,1960,2,29,Canada,MB,Winnipeg,,,,,,
doellke01,,,Kevin,Doell,,,,71,190,L,21557,49618,doellke01,2007,2007,,,C,1979,7,15,Canada,SK,Saskatoon,,,,,,
doherfr01,,,Fred,Doherty,,Frederick,Doc,68,160,L,12471,29914,doherfr01,1918,1918,,,R,1887,8,15,Canada,ON,Norwood,9999,,,,,
doigja01,,,Jason,Doig,,Jason,,75,230,R,10826,14467,doigja01,1995,2003,,,D,1977,1,29,Canada,QC,Montreal,,,,,,
dollabo01,,,Bobby,Dollas,,Bobby,,74,212,L,10372,740,dollabo01,1983,2000,,,D,1965,1,31,Canada,QC,Montreal,,,,,,
dolsodo01,,,Dolly,Dolson,,Clarence Edward,,67,160,L,18493,27761,dolsodo01,1928,1930,,,G,1897,5,23,Canada,ON,Hespeler,1978,8,19,,,
domenhn01,,,Hnat,Domenichelli,,Hnat A.,,72,195,L,10632,19325,domenhn01,1996,2002,,,C,1976,2,17,Canada,AB,Edmonton,,,,,,
domero01,,,Robert,Dome,,Robert,,72,210,L,15190,21739,domero01,1997,2002,,,R,1979,1,29,Slovakia,,Skalica,,,,,,
domiti01,,,Tie,Domi,,Tahir,The Albanian Assassin,70,213,R,10373,1391,domiti01,1989,2005,,,R,1969,11,1,Canada,ON,Windsor,,,,,,
donalga01,,,Gary,Donaldson,,Gary Robert,,69,155,R,12472,7856,donalga01,1973,1973,1976,1976,R,1952,7,15,Canada,BC,Trail,,,,,,
donatcl01,,,Clark,Donatelli,,Clark John,,70,180,L,10374,1395,donatcl01,1989,1991,,,C,1965,11,22,USA,RI,Providence,,,,,,
donatte01,,,Ted,Donato,,Edward Paul,,70,180,L,10375,1396,donatte01,1991,2003,,,L,1969,4,28,USA,MA,Boston,,,,,,
donneba01,,,Babe,Donnelly,,James Joseph,Chunky,67,180,L,12473,23488,donneba01,1926,1926,,,D,1895,12,22,Canada,ON,Sault Ste. Marie,9999,,,,,
donneda01,,,Dave,Donnelly,,David,Gonzo,71,185,L,12474,1397,donneda01,1983,1987,,,C,1962,2,2,Canada,AB,Edmonton,,,,,,
donnego01,,,Gord,Donnelly,,Gordon,,73,202,R,10376,1398,donnego01,1983,1994,,,D,1962,4,5,Canada,QC,Montreal,,,,,,
donnejo01,,,John,Donnelly,,John,,72,190,L,,10216,donnejo01,,,1972,1972,D,1948,9,28,Canada,QC,Montreal,,,,,,
donnemi01,,,Mike,Donnelly,,Michael Chene,,71,185,L,10377,1399,donnemi01,1986,1996,,,L,1963,10,10,USA,MI,Livonia,,,,,,
donnepa01,,,Pat,Donnelly,,Patrick,,70,185,L,,34018,donnepa01,,,1975,1975,C/R,1953,2,24,USA,MI,Detroit,,,,,,
donnepe01,,,Pete,Donnelly,,Peter George,,68,160,R,,1400,donnepe01,,,1972,1975,G,1948,6,14,USA,MI,Detroit,,,,,,
donovma01,,,Matt,Donovan,,,,72,202,,,,donovma01,2011,2011,,,D,1990,5,9,,,,,,,,,
donovsh01,,,Shean,Donovan,,Shean,,74,209,R,15010,14476,donovsh01,1994,2009,,,R,1975,1,22,Canada,ON,Timmins,,,,,,
doornja01,,,Jamie,Doornbosch,,,,74,198,,,,doornja01,2010,2010,,,D,1990,2,1,Canada,ON,Richmond Hill,,,,,,
dopitji01,,,Jiri,Dopita,,,,76,210,L,16536,43527,dopitji01,2001,2002,,,F,1968,12,2,Czech Republic,,Sumperk,,,,,,
dopsoro01,,,Rob,Dopson,,Robert James,,72,200,L,18250,1403,dopsoro01,1993,1993,,,G,1967,8,21,Canada,ON,Smiths Falls,,,,,,
doranjo01,,,John,Doran,,John Michael,Red,71,195,L,12475,16102,doranjo01,1933,1939,,,D,1911,5,24,Canada,ON,Belleville,1975,2,11,,,
doranll01,,,Lloyd,Doran,,Lloyd George,Red,72,175,L,12476,13324,doranll01,1946,1946,,,C,1921,1,10,Canada,ON,South Porcupine,1995,6,10,,,
doranst01,,,Stoke,Doran,,,,,,,,,,,,,,,,,,,,,,,,,,
doratke01,,,Ken,Doraty,,Kenneth Edward,Cagie,67,133,R,12477,1404,doratke01,1926,1937,,,R,1906,6,23,Canada,ON,Stittsville,1981,4,4,Canada,SK,Moose Jaw
dorean01,,,Andre,Dore,,Andre Hector,Trap,74,200,R,12478,1406,dorean01,1978,1984,,,D,1958,2,11,Canada,QC,Montreal,,,,,,
doreda01,,,Daniel,Dore,,Daniel,,75,202,R,10380,1407,doreda01,1989,1990,,,R,1970,4,9,Canada,QC,Ferme-Neuve,,,,,,
doreyji01,,,Jim,Dorey,,James Robert,Flipper,73,190,L,12479,1409,doreyji01,1968,1971,1972,1978,D,1947,8,17,Canada,ON,Kingston,,,,,,
dorioda01,,,Dan,Dorion,,Daniel,,69,180,R,12480,1410,dorioda01,1985,1987,,,R,1963,3,2,USA,NY,Astoria,,,,,,
dornhga01,,,Gary,Dornhoefer,,Gerhardt Otto,,73,190,R,12481,1411,dornhga01,1963,1977,,,R,1943,2,2,Canada,ON,Kitchener,,,,,,
dornsda01,,,Dave,Dornseif,,David,,75,205,L,,8420,dornsda01,,,1977,1978,D,1956,8,12,USA,MN,Edina,,,,,,
dorohed01,,,Eddie,Dorohoy,,Edward,The Great Gabbo/Pistol,69,155,L,12482,12139,dorohed01,1948,1948,,,C,1929,3,13,Canada,AB,Medicine Hat,2009,5,28,Canada,BC,Victoria
dorsede01,,,Derek,Dorsett,,,,71,176,L,22112,82715,dorsede01,2008,2011,,,R,1986,12,20,Canada,SK,Kindersley,,,,,,
,dorvana01c,,Napoleon,Dorval,,Napoleon,,,,,,,,,,,,,,,,,,,,,,,,
doughdr01,,,Drew,Doughty,,,,73,203,R,22672,89731,doughdr01,2008,2011,,,D,1989,12,8,Canada,ON,London,,,,,,
dougljo01,,,Jordy,Douglas,,Jordy Paul,,72,200,L,12483,1416,dougljo01,1979,1984,1978,1978,L,1958,1,20,Canada,MB,Winnipeg,,,,,,
douglke01,,,Kent,Douglas,,Kent Gemmell,,70,180,L,12484,1417,douglke01,1962,1968,1972,1972,D,1936,2,6,Canada,ON,Cobalt,2009,4,12,Canada,ON,Wasaga Beach
douglle01,,,Les,Douglas,,Leslie Gordon,,69,165,L,12485,13327,douglle01,1940,1946,,,C,1918,12,5,Canada,ON,Perth,2002,10,20,Canada,ON,Kingston
doulldo01,,,Doug,Doull,,,,74,216,L,20468,17945,doulldo01,2003,2005,,,L,1974,5,31,Canada,NS,Glace Bay,,,,,,
douripe01,,,Peter,Douris,,Peter W.,,73,195,R,10383,1419,douripe01,1985,1997,,,R,1966,2,19,Canada,ON,Toronto,,,,,,
dowdji01,,,Jim,Dowd,,James Thomas,,72,180,R,10384,1420,dowdji01,1991,2007,,,C,1968,12,25,USA,NJ,Brick,,,,,,
dowelja01,,,Jacob,Dowell,,,,72,202,L,21398,77467,dowelja01,2007,2011,,,C,1985,3,4,USA,WI,Eau Claire,,,,,,
dowiebr01,,,Bruce,Dowie,,Bruce,,70,170,L,18494,8819,dowiebr01,1983,1983,,,G,1962,12,9,Canada,ON,Oakville,,,,,,
downeaa01,,,Aaron,Downey,,Aaron Douglas,Diesel,73,215,R,17008,18617,downeaa01,1999,2008,,,R,1974,8,27,Canada,ON,Shelburne,,,,,,
downida01,,,Dave,Downie,,David Michael,Wildcat,68,168,R,12486,20035,downida01,1932,1932,,,C,1909,3,11,Canada,ON,Burk's Falls,1962,,,,,
downist01,,,Steve,Downie,,,,71,200,R,21648,76798,downist01,2007,2011,,,R,1987,4,3,Canada,ON,Newmarket,,,,,,
doylega01,,,Gary,Doyle,,Gary,,68,155,L,,10390,doylega01,,,1973,1973,G,1949,6,6,Canada,ON,Smiths Falls,,,,,,
doyonma01,,,Mario,Doyon,,Mario,,72,174,R,10385,1424,doyonma01,1988,1990,,,D,1968,8,27,Canada,QC,Quebec City,,,,,,
,drakecl01c,,Clare,Drake,,Clarence,,,,,,61622,drakecl99c,,,,,,1928,10,9,Canada,SK,Yorkton,,,,,,
drakeda01,,,Dallas,Drake,,Dallas James,,73,186,L,10387,1426,drakeda01,1992,2007,,,R,1969,2,4,Canada,BC,Trail,,,,,,
drapebr01,,,Bruce,Draper,,Bruce,,70,157,L,12487,10594,drapebr01,1962,1962,,,F,1940,10,2,Canada,ON,Toronto,1968,1,26,,,
drapekr01,,,Kris,Draper,,Kris Bruce,,70,188,L,10388,1428,drapekr01,1990,2010,,,C,1971,5,24,Canada,ON,Toronto,,,,,,
drapeto01,,,Tom,Draper,,Thomas Edward,,71,185,L,18251,1429,drapeto01,1988,1995,,,G,1966,11,20,Canada,QC,Outremont,,,,,,
drazeni01,,,Nicholas,Drazenovic,,,,72,200,,,,drazeni01,2010,2010,,,C,1987,1,14,Canada,BC,Prince George,,,,,,
drewida01,,,Davis,Drewiske,,,,73,215,L,22648,73838,drewida01,2008,2011,,,D,1984,11,22,USA,WI,Hudson,,,,,,
drillgo01,,drillgo01h,Gordie,Drillon,,Gordon Arthur,Lefty,74,178,R,P197503,1433,drillgo01,1936,1942,,,R,1913,10,23,Canada,NB,Moncton,1986,9,23,Canada,NB,Saint John
,,drinkgr01h,Graham,Drinkwater,,Charles Graham,,71,165,R,P195002,,drinkgr01,,,,,,1875,2,22,Canada,QC,Montreal,1946,9,26,,,
driscpe01,,,Peter,Driscoll,,Peter John,Grenade,72,190,L,12489,1435,driscpe01,1979,1980,1974,1978,L,1954,10,27,Canada,ON,Powassan,,,,,,
drivebr01,,,Bruce,Driver,,Bruce Douglas,,72,185,L,10389,1436,drivebr01,1983,1997,,,D,1962,4,29,Canada,ON,Toronto,,,,,,
drolere01,,,Rene,Drolet,,Rene Georges,,68,160,R,12490,6661,drolere01,1971,1974,,,C,1944,11,13,Canada,QC,Quebec City,,,,,,
droppiv01,,,Ivan,Droppa,,Ivan,,74,209,L,10390,1437,droppiv01,1993,1995,,,D,1972,2,1,Czech Republic,,Liptovsky Mikulas,,,,,,
drouicl01,,,Clarence,Drouillard,,Clarence Joseph,Clare,67,150,L,12491,21411,drouicl01,1937,1937,,,C,1914,3,2,Canada,ON,Windsor,1986,5,3,Canada,ON,Windsor
drouije01,,,Jeff,Drouin-Deslauriers,,,,76,189,R,20539,62260,drouije01,2008,2011,,,G,1984,5,15,Canada,QC,St-Jean-Richelieu,,,,,,
drouiju01,,,Jude,Drouin,,Jude,,70,160,R,12492,1438,drouiju01,1968,1980,,,C,1948,10,28,Canada,QC,Murdochville,,,,,,
drouipc01,,,P.C.,Drouin,,Pierre Claude,,74,208,L,10697,1439,drouipc01,1996,1996,,,L,1974,4,22,Canada,QC,St. Lambert,,,,,,
drouipo01,,,Polly,Drouin,,Paul Emile,,67,160,L,12493,1440,drouipo01,1934,1940,,,L,1916,1,16,Canada,QC,Verdun,1968,1,1,Canada,ON,Ottawa
drucejo01,,,John,Druce,,John W.,,74,195,R,10391,1441,drucejo01,1988,1997,,,R,1966,2,23,Canada,ON,Peterborough,,,,,,
drukeha01,,,Harold,Druken,,Harold,,72,200,L,15033,23720,drukeha01,1999,2003,,,C,1979,1,26,Canada,NL,St. John's,,,,,,
drulist01,,,Stan,Drulia,,Stanley W.,,71,190,R,10392,1442,drulist01,1992,2000,,,R,1968,1,5,USA,NY,Elmira,,,,,,
drummji01,,,Jim,Drummond,,James Henry,,69,170,L,12494,14188,drummji01,1944,1944,,,D,1918,10,20,Canada,ON,Toronto,1950,12,12,Canada,ON,Peterborough
drurych01,,,Chris,Drury,,Christopher,,70,200,R,15060,1444,drurych01,1998,2010,,,C,1976,8,20,USA,CT,Trumbull,,,,,,
druryhe01,,,Herb,Drury,,Herbert Joseph,,67,165,R,12495,22888,druryhe01,1925,1930,,,L,1895,3,2,Canada,ON,Midland,1965,7,1,USA,PA,Pittsburgh
druryte01,,,Ted,Drury,,Theodore Evans,,74,210,L,10393,1445,druryte01,1993,2000,,,C,1971,9,13,USA,MA,Boston,,,,,,
drydeda01,,,Dave,Dryden,,David Murray,Sod,73,186,R,18495,1446,drydeda01,1961,1979,1974,1978,G,1941,9,5,Canada,ON,Hamilton,,,,,,
drydeke01,,drydeke01h,Ken,Dryden,,Kenneth Wayne,,76,205,L,P198301,1447,drydeke01,1970,1978,,,G,1947,8,8,Canada,ON,Hamilton,,,,,,
dubeaer01,,,Ernie,Dubeau,,Ernest,,,,,,,,,,,,,,,,,,,,,,,,
dubech01,,,Christian,Dube,,Christian,Doobs,71,170,R,10827,14471,dubech01,1996,1998,,,C,1977,4,25,Canada,QC,Sherbrooke,,,,,,
dubegi01,,,Gilles,Dube,,Joseph Gilles,,70,165,L,12496,12106,dubegi01,1949,1953,,,L,1927,6,2,Canada,QC,Sherbrooke,,,,,,
dubeno01,,,Norm,Dube,,Normand Gilles,,71,185,L,12497,1450,dubeno01,1974,1975,1976,1978,L,1951,9,12,Canada,QC,Sherbrooke,,,,,,
duberju01,,,Justin,Duberman,,Justin,,73,185,R,10394,1451,duberju01,1993,1993,,,R,1970,3,23,USA,CT,New Haven,,,,,,
dubiewa01,,,Wade,Dubielewicz,,,,70,185,L,21196,49778,dubiewa01,2003,2009,,,G,1978,1,30,Canada,SK,Kerrobert,,,,,,
dubinbr01,,,Brandon,Dubinsky,,,,73,210,L,21318,69020,dubinbr01,2006,2011,,,C,1986,4,29,USA,AK,Anchorage,,,,,,
dubinst01,,,Steve,Dubinsky,,Steven,,72,190,L,10395,1452,dubinst01,1993,2002,,,C,1970,7,9,Canada,QC,Montreal,,,,,,
dubnyde01,,,Devan,Dubnyk,,,,78,194,R,,62478,dubnyde01,2009,2011,,,G,1986,5,4,Canada,AB,Calgary,,,,,,
duboimi01,,,Michel,Dubois,,Michel Jean Claude,Plywood,71,180,L,,10213,duboimi01,,,1975,1976,D,1954,11,7,Canada,QC,Montreal,,,,,,
duchega01,,,Gaetan,Duchesne,,Gaetan,The Duke,71,200,L,10397,1457,duchega01,1981,1994,,,L,1962,7,11,Canada,QC,Quebec City,2007,4,16,Canada,QC,Quebec City
ducheje01,,,Jeremy,Duchesne,,,,72,201,L,,73256,ducheje01,2009,2009,,,G,1986,10,17,USA,MD,Silver Spring,,,,,,
duchema01,,,Matt,Duchene,,,,71,200,L,,106808,duchema01,2009,2011,,,C,1991,1,16,Canada,ON,Haliburton,,,,,,
duchest01,,,Steve,Duchesne,,Steven,,71,195,L,10398,1458,duchest01,1986,2001,,,D,1965,6,30,Canada,QC,Sept-Iles,,,,,,
ducomi01,,,Mike,Duco,,,,70,200,R,,76800,ducomi01,2009,2011,,,L,1987,7,8,Canada,ON,Toronto,,,,,,
,,dudlege01h,George,Dudley,,George S.,,,,,B195801,,,,,,,,1894,4,19,Canada,ON,Midland,1960,5,8,,,
dudleri01,dudleri01c,,Rick,Dudley,,Richard Clarence,Duds,72,190,L,12498,1461,dudleri01,1972,1980,1975,1978,L,1949,1,31,Canada,ON,Toronto,,,,,,
duerdda01,,,Dave,Duerden,,Dave,,74,200,L,10833,24111,duerdda01,1999,1999,,,L,1977,4,11,Canada,ON,Oshawa,,,,,,
duffdi01,duffdi01c,duffdi01h,Dick,Duff,,Richard Terrance,,69,166,L,P200601,1463,duffdi01,1954,1971,,,L,1936,2,18,Canada,ON,Kirkland Lake,,,,,,
duffupa01,,,Parris,Duffus,,Parris,,74,192,L,18252,1465,duffupa01,1996,1996,,,G,1970,1,27,USA,CO,Denver,,,,,,
duforan01,,,Angus,Duford,,Angus Edmund,,68,150,R,,,,,,,,C,1891,10,18,Canada,ON,Hawthorne,,,,,,
dufougu01,,,Guy,Dufour,,Guy,,71,160,R,,1466,dufougu01,,,1972,1973,R,1946,2,9,Canada,QC,La Tuque,,,,,,
dufoulu01,,,Luc,Dufour,,Luc,,71,180,L,12500,1467,dufoulu01,1982,1984,,,L,1963,2,13,Canada,QC,Chicoutimi,,,,,,
dufouma01,,,Marc,Dufour,,Marc Carol,,72,175,R,12501,6781,dufouma01,1963,1968,,,R,1941,9,11,Canada,QC,Trois-Rivieres,,,,,,
dufredo01,,,Donald,Dufresne,,Donald,,73,206,R,10400,1469,dufredo01,1988,1996,,,D,1967,4,10,Canada,QC,Quebec City,,,,,,
,dugalju01c,,Jules,Dugal,,Jules,,,,,,68363,dugalju99c,,,,,,,,,,,,,,,,,
duggajo01,,,John,Duggan,,John Herbert,Jack,68,185,L,12502,27700,duggajo01,1925,1925,,,L,1898,12,17,Canada,ON,Ottawa,9999,,,,,
duggake01,,,Ken,Duggan,,Kenneth B.,,75,210,L,12503,9725,duggake01,1987,1987,,,D,1963,2,21,Canada,ON,London,,,,,,
duguaro01,,,Ron,Duguay,,Ronald,Doogie,74,200,R,10401,1470,duguaro01,1977,1988,,,C,1957,7,6,Canada,ON,Sudbury,,,,,,
duguilo01,,,Lorne,Duguid,,Lorne Wallace,,71,185,L,12504,1471,duguilo01,1931,1936,,,L,1910,4,4,Canada,ON,Bolton,1981,3,21,Canada,ON,Toronto
dukowdu01,,,Duke,Dukowski,,Laudas Joseph,,70,185,L,12520,1500,dukowdu01,1926,1933,,,D,1902,8,30,Canada,SK,Regina,1976,9,26,Canada,BC,North Vancouver
dumarez01,,,Ezra,Dumart,,Ezra Garfield,,71,190,R,,,,,,,,C,1884,10,,Canada,ON,Zurich,,,,,,
dumarwo01,,dumarwo01h,Woody,Dumart,,Woodrow Wilson Clarence,Porky,72,190,L,P199202,1475,dumarwo01,1935,1953,,,L,1916,12,23,Canada,ON,Kitchener,2001,10,20,USA,MA,Boston
dumasmi01,,,Michel,Dumas,,Michel Joseph,,69,180,L,18497,8655,dumasmi01,1974,1976,,,G,1949,7,8,Canada,QC,St-Antoine de Pontbr,,,,,,
dumasri01,,,Richard,Dumas,,Richard,,71,170,L,,10552,dumasri01,,,1974,1974,G,1951,8,21,Canada,QC,Granby,,,,,,
dumonga01,,,Gabriel,Dumont,,,,70,189,,,,dumonga01,2011,2011,,,C,1990,10,6,,,,,,,,,
dumonjp01,,,J.P.,Dumont,,Jean Pierre,,73,205,L,11671,20200,dumonjp01,1998,2010,,,R,1978,4,1,Canada,QC,Montreal,,,,,,
dunbada01,,,Dale,Dunbar,,Dale,,72,200,L,12506,6329,dunbada01,1985,1988,,,D,1961,10,14,USA,MA,Winthrop,,,,,,
duncaar01,duncaar01c,,Art,Duncan,,William John Arthur,Dunc,73,190,R,12507,24456,duncaar01,1926,1930,,,D,1891,7,4,Canada,ON,Sault Ste.Marie,1975,4,13,,,
duncacr01,,,Craig,Duncanson,,Craig Murray,,72,190,L,10405,761,duncacr01,1985,1992,,,L,1967,3,17,Canada,ON,Sudbury,,,,,,
duncaia01,,,Iain,Duncan,,Iain C.,,73,200,L,10404,1480,duncaia01,1986,1990,,,L,1963,8,4,Canada,ON,Toronto,,,,,,
dundaro01,,,Rocky,Dundas,,Rocky,,72,195,R,12508,1483,dundaro01,1989,1989,,,R,1967,1,30,Canada,SK,Regina,,,,,,
dundeto01,,dundeto01h,Tommy,Dunderdale,,Thomas,,68,160,R,P197403,1484,dundeto01,,,,,C,1887,5,6,Australia,,Benella,1960,12,16,Canada,MB,Winnipeg
dunhami01,,,Mike,Dunham,,Michael Francis,,75,200,L,18253,1485,dunhami01,1996,2006,,,G,1972,6,1,USA,NY,Johnson City,,,,,,
dunlafr01,,,Frank,Dunlap,,Franklin Egan,Judge/Bill,72,185,L,12509,14580,dunlafr01,1943,1943,,,R,1924,8,10,Canada,ON,Ottawa,1993,12,26,Canada,ON,Ottawa
dunlobl01,,,Blake,Dunlop,,Blake Robert,Gunner,70,170,R,12510,1486,dunlobl01,1973,1983,,,C,1953,4,4,Canada,ON,Hamilton,,,,,,
dunnda01,,,Dave,Dunn,,David George,Red,74,200,L,12511,1487,dunnda01,1973,1975,1976,1977,D,1948,8,19,Canada,SK,Moosomin,,,,,,
,,dunnji01h,Jimmy,Dunn,,James A.,,,,,B196602,,,,,,,,1898,3,24,Canada,MB,Winnipeg,1979,1,7,,,
dunnri01,,,Richie,Dunn,,Richard L.,,72,200,L,12512,1488,dunnri01,1977,1988,,,D,1957,5,12,USA,MA,Boston,,,,,,
duperde01,,,Denis,Dupere,,Denis Gilles,,73,200,L,12513,1489,duperde01,1970,1977,,,L,1948,6,21,Canada,QC,Jonquiere,,,,,,
duponan01,,,Andre,Dupont,,Andre,Moose,72,200,L,12514,1490,duponan01,1970,1982,,,D,1949,7,27,Canada,QC,Trois-Rivieres,,,,,,
duponbr01,,,Brodie,Dupont,,,,74,212,,,,duponbr01,2010,2010,,,C,1987,2,17,Canada,MB,Russell,,,,,,
duponje01,,,Jerome,Dupont,,Jerome Robert,J.D.,75,190,L,12515,7992,duponje01,1981,1986,,,D,1962,2,21,Canada,ON,Ottawa,,,,,,
duponmi01,,,Micki,DuPont,,,,70,186,R,19831,29150,duponmi01,2001,2007,,,D,1980,4,15,Canada,AB,Calgary,,,,,,
duponno01,,,Norm,Dupont,,Normand,,70,185,L,12516,1491,duponno01,1979,1983,,,L,1957,2,5,Canada,QC,Montreal,,,,,,
duprari01,,,Rich,Dupras,,Richard,,72,185,L,,10211,duprari01,,,1973,1973,C,1950,1,1,Canada,QC,Montreal,,,,,,
dupreya01,,,Yanick,Dupre,,Yanick,,72,189,L,10406,1493,dupreya01,1991,1995,,,L,1972,11,20,Canada,QC,Montreal,1997,8,16,,,
dupuibo01,,,Bob,Dupuis,,Robert A.,,71,167,L,18498,6245,dupuibo01,1979,1979,,,G,1952,8,26,Canada,ON,North Bay,,,,,,
dupuipa01,,,Pascal,Dupuis,,,,73,205,L,20258,29605,dupuipa01,2000,2011,,,L,1979,4,7,Canada,QC,Shawinigan,,,,,,
dupuiph01,,,Philippe,Dupuis,,,,72,192,R,20994,62284,dupuiph01,2008,2011,,,C,1985,4,24,Canada,QC,Laval,,,,,,
durbast01,,,Steve,Durbano,,Steven Harry,Mental Case,73,210,L,12517,1495,durbast01,1972,1978,1977,1977,D,1951,12,12,Canada,ON,Toronto,2002,11,16,Canada,NT,Yellowknife
durdivl01,,,Vladimir,Durdin,,,,,,,,59818,durdivl01,,,1978,1978,D,1956,4,21,,,,,,,,,
durisvi01,,,Vitezslav,Duris,,Vitezslav,Slava,73,185,L,12518,1496,durisvi01,1980,1982,1977,1977,D,1954,1,5,Czech Republic,,Plzen,,,,,,
durnabi01,,durnabi01h,Bill,Durnan,,William Ronald,,72,190,B,P196402,1497,durnabi01,1943,1949,,,G,1916,1,22,Canada,ON,Toronto,1972,10,31,Canada,ON,Toronto
durnoch01,,,Chris,Durno,,,,76,205,L,22190,50375,durnoch01,2008,2009,,,L,1980,10,31,Canada,ON,Scarborough,,,,,,
dusabbe01,,,Benoit,Dusablon,,,,73,207,L,20842,29492,dusabbe01,2003,2003,,,C,1979,8,1,Canada,QC,Ste-Anne-de-la-Perad,,,,,,
dussano01,,,Norm,Dussault,,Joseph Normand,,68,165,L,12519,11454,dussano01,1947,1950,,,L,1925,9,26,USA,MA,Springfield,,,,,,
duttore01,duttore01c,duttore01h,Red,Dutton,,Mervyn Alexander Norman,,72,185,R,P195805,1502,duttore01,1926,1935,,,D,1898,7,23,Canada,MB,Russell,1987,3,15,,,
dvorami01,,,Miroslav,Dvorak,,Miroslav,,70,195,R,12522,9108,dvorami01,1982,1984,,,D,1951,10,11,Czech Republic,,Hluboka,2008,6,12,Czech Republic,,Ceske Budejovice
dvorara01,,,Radek,Dvorak,,Radek,,74,200,R,10575,14094,dvorara01,1995,2011,,,R,1977,3,9,Czech Republic,,Tabor,,,,,,
dwyergo01,,,Gordie,Dwyer,,Gordon,,75,215,L,11680,26797,dwyergo01,1999,2003,,,L,1978,1,25,Canada,NB,Dalhousie,,,,,,
dwyermi01,,,Mike,Dwyer,,Michael,,71,172,L,12523,7516,dwyermi01,1978,1981,,,L,1957,9,16,Canada,ON,Brampton,,,,,,
dwyerpa01,,,Patrick,Dwyer,,,,71,175,R,20660,63232,dwyerpa01,2008,2011,,,R,1983,6,22,USA,MT,Great Falls,,,,,,
dycked01,,,Ed,Dyck,,Edward Paul,,71,160,L,18500,10556,dycked01,1971,1973,1974,1974,G,1950,10,29,Canada,SK,Warman,,,,,,
dyckhe01,,,Henry,Dyck,,Henry Richard,,68,155,L,12524,14582,dyckhe01,1943,1943,,,L,1912,9,5,Canada,SK,Saskatoon,1993,11,15,,,
dyeba01,,dyeba01h,Babe,Dye,,Cecil Henry,,68,150,R,P197001,23813,dyeba01,1919,1930,,,R,1898,5,13,Canada,ON,Hamilton,1962,1,3,USA,IL,Chicago
dykhuka01,,,Karl,Dykhuis,,Karl,,75,209,L,10412,1510,dykhuka01,1991,2003,,,D,1972,7,8,Canada,QC,Sept-Iles,,,,,,
dykstst01,,,Steve,Dykstra,,Steven,,74,190,L,12526,1511,dykstst01,1985,1989,,,D,1962,12,1,Canada,AB,Edmonton,,,,,,
