"Order_ID","Ship_Mode","Ship_Date","Ship_id"
21604,"EXPRESS AIR","03-04-2012","SHP_1989"
21824,"EXPRESS AIR","14-02-2011","SHP_1990"
21893,"EXPRESS AIR","25-10-2011","SHP_1991"
22054,"REGULAR AIR","31-07-2010","SHP_1992"
22181,"REGULAR AIR","16-10-2011","SHP_1993"
22272,"REGULAR AIR","08-05-2012","SHP_1994"
22373,"EXPRESS AIR","29-03-2012","SHP_1995"
22434,"REGULAR AIR","31-08-2012","SHP_1996"
22849,"REGULAR AIR","15-02-2011","SHP_1997"
22849,"EXPRESS AIR","16-02-2011","SHP_1998"
22849,"REGULAR AIR","16-02-2011","SHP_1999"
22881,"REGULAR AIR","07-04-2010","SHP_2000"
22950,"REGULAR AIR","28-12-2011","SHP_2001"
23008,"EXPRESS AIR","11-10-2009","SHP_2002"
23202,"REGULAR AIR","01-08-2011","SHP_2003"
23426,"REGULAR AIR","18-02-2011","SHP_2004"
23426,"REGULAR AIR","17-02-2011","SHP_2005"
23649,"REGULAR AIR","08-09-2012","SHP_2006"
23649,"REGULAR AIR","06-09-2012","SHP_2007"
23748,"DELIVERY TRUCK","12-08-2012","SHP_2008"
23847,"REGULAR AIR","11-11-2012","SHP_2009"
23971,"REGULAR AIR","24-11-2009","SHP_2010"
24135,"REGULAR AIR","24-01-2010","SHP_2011"
24196,"REGULAR AIR","31-07-2010","SHP_2012"
24196,"REGULAR AIR","01-08-2010","SHP_2013"
24197,"EXPRESS AIR","10-02-2010","SHP_2014"
24197,"REGULAR AIR","10-02-2010","SHP_2015"
24519,"REGULAR AIR","12-06-2011","SHP_2016"
24546,"REGULAR AIR","27-03-2012","SHP_2017"
24579,"REGULAR AIR","19-11-2012","SHP_2018"
24579,"REGULAR AIR","20-11-2012","SHP_2019"
24581,"REGULAR AIR","10-04-2010","SHP_2020"
24710,"REGULAR AIR","04-10-2010","SHP_2021"
24960,"EXPRESS AIR","28-01-2011","SHP_2022"
24960,"REGULAR AIR","28-01-2011","SHP_2023"
24960,"REGULAR AIR","29-01-2011","SHP_2024"
25061,"REGULAR AIR","20-12-2011","SHP_2025"
25095,"REGULAR AIR","30-01-2011","SHP_2026"
25095,"DELIVERY TRUCK","25-01-2011","SHP_2027"
25254,"REGULAR AIR","19-09-2010","SHP_2028"
25542,"EXPRESS AIR","30-12-2012","SHP_2029"
25569,"REGULAR AIR","11-07-2012","SHP_2030"
25863,"EXPRESS AIR","24-04-2011","SHP_2031"
25895,"REGULAR AIR","20-04-2012","SHP_2032"
26050,"REGULAR AIR","17-06-2011","SHP_2033"
26145,"REGULAR AIR","08-07-2011","SHP_2034"
26145,"REGULAR AIR","04-07-2011","SHP_2035"
26145,"REGULAR AIR","06-07-2011","SHP_2036"
26279,"REGULAR AIR","01-08-2009","SHP_2037"
26406,"REGULAR AIR","15-04-2011","SHP_2038"
26535,"REGULAR AIR","22-03-2012","SHP_2039"
26661,"REGULAR AIR","20-12-2012","SHP_2040"
26855,"REGULAR AIR","16-03-2009","SHP_2041"
27047,"REGULAR AIR","23-11-2010","SHP_2042"
27077,"REGULAR AIR","17-03-2010","SHP_2043"
27236,"REGULAR AIR","03-03-2010","SHP_2044"
27589,"EXPRESS AIR","17-09-2011","SHP_2045"
27589,"REGULAR AIR","16-09-2011","SHP_2046"
27681,"REGULAR AIR","25-11-2010","SHP_2047"
27681,"REGULAR AIR","26-11-2010","SHP_2048"
28033,"DELIVERY TRUCK","16-09-2010","SHP_2049"
28033,"REGULAR AIR","17-09-2010","SHP_2050"
28324,"REGULAR AIR","09-08-2011","SHP_2051"
28805,"REGULAR AIR","04-04-2011","SHP_2052"
28897,"REGULAR AIR","26-08-2009","SHP_2053"
28932,"EXPRESS AIR","21-07-2010","SHP_2054"
28932,"REGULAR AIR","28-07-2010","SHP_2055"
29219,"REGULAR AIR","11-04-2009","SHP_2056"
29410,"REGULAR AIR","17-09-2009","SHP_2057"
29410,"REGULAR AIR","19-09-2009","SHP_2058"
29411,"REGULAR AIR","07-04-2012","SHP_2059"
29411,"DELIVERY TRUCK","06-04-2012","SHP_2060"
29411,"REGULAR AIR","06-04-2012","SHP_2061"
29475,"REGULAR AIR","24-02-2010","SHP_2062"
29475,"DELIVERY TRUCK","25-02-2010","SHP_2063"
29537,"EXPRESS AIR","28-09-2012","SHP_2064"
29671,"REGULAR AIR","23-03-2010","SHP_2065"
29895,"DELIVERY TRUCK","21-10-2010","SHP_2066"
30308,"REGULAR AIR","22-03-2010","SHP_2067"
30436,"EXPRESS AIR","12-07-2012","SHP_2068"
30820,"EXPRESS AIR","10-04-2011","SHP_2069"
31046,"REGULAR AIR","08-02-2011","SHP_2070"
31046,"REGULAR AIR","10-02-2011","SHP_2071"
31301,"REGULAR AIR","20-10-2010","SHP_2072"
31495,"EXPRESS AIR","08-08-2010","SHP_2073"
31495,"REGULAR AIR","11-08-2010","SHP_2074"
31523,"REGULAR AIR","10-03-2012","SHP_2075"
31523,"REGULAR AIR","13-03-2012","SHP_2076"
31552,"REGULAR AIR","14-11-2012","SHP_2077"
31552,"REGULAR AIR","12-11-2012","SHP_2078"
31877,"REGULAR AIR","29-06-2009","SHP_2079"
32037,"REGULAR AIR","23-02-2009","SHP_2080"
32037,"REGULAR AIR","20-02-2009","SHP_2081"
32131,"REGULAR AIR","29-12-2010","SHP_2082"
32135,"REGULAR AIR","27-11-2010","SHP_2083"
32195,"REGULAR AIR","28-11-2009","SHP_2084"
32230,"REGULAR AIR","20-08-2012","SHP_2085"
32451,"REGULAR AIR","25-03-2009","SHP_2086"
32642,"REGULAR AIR","31-03-2012","SHP_2087"
32803,"EXPRESS AIR","17-12-2011","SHP_2088"
32803,"REGULAR AIR","18-12-2011","SHP_2089"
32834,"REGULAR AIR","28-08-2010","SHP_2090"
33219,"DELIVERY TRUCK","11-12-2011","SHP_2091"
33477,"REGULAR AIR","21-10-2012","SHP_2092"
34082,"REGULAR AIR","29-10-2011","SHP_2093"
34082,"REGULAR AIR","30-10-2011","SHP_2094"
34211,"REGULAR AIR","16-02-2012","SHP_2095"
34244,"EXPRESS AIR","08-10-2010","SHP_2096"
34244,"REGULAR AIR","01-10-2010","SHP_2097"
34658,"DELIVERY TRUCK","18-11-2010","SHP_2098"
34788,"REGULAR AIR","11-11-2009","SHP_2099"
34918,"DELIVERY TRUCK","24-10-2009","SHP_2100"
34918,"REGULAR AIR","25-10-2009","SHP_2101"
35079,"REGULAR AIR","16-08-2010","SHP_2102"
35079,"EXPRESS AIR","16-08-2010","SHP_2103"
35110,"REGULAR AIR","19-10-2011","SHP_2104"
35110,"REGULAR AIR","20-10-2011","SHP_2105"
35554,"DELIVERY TRUCK","26-09-2012","SHP_2106"
35555,"DELIVERY TRUCK","05-03-2011","SHP_2107"
35555,"REGULAR AIR","06-03-2011","SHP_2108"
35555,"REGULAR AIR","04-03-2011","SHP_2109"
35877,"REGULAR AIR","28-05-2010","SHP_2110"
35878,"REGULAR AIR","15-08-2010","SHP_2111"
36448,"REGULAR AIR","10-09-2010","SHP_2112"
36448,"REGULAR AIR","11-09-2010","SHP_2113"
36452,"REGULAR AIR","06-04-2009","SHP_2114"
36452,"REGULAR AIR","07-04-2009","SHP_2115"
36484,"EXPRESS AIR","29-01-2012","SHP_2116"
36643,"REGULAR AIR","25-02-2009","SHP_2117"
36643,"REGULAR AIR","24-02-2009","SHP_2118"
36679,"REGULAR AIR","02-09-2011","SHP_2119"
36741,"REGULAR AIR","22-12-2010","SHP_2120"
36741,"REGULAR AIR","21-12-2010","SHP_2121"
36866,"REGULAR AIR","26-03-2010","SHP_2122"
36929,"REGULAR AIR","25-05-2012","SHP_2123"
36929,"REGULAR AIR","29-05-2012","SHP_2124"
36999,"DELIVERY TRUCK","13-12-2009","SHP_2125"
36999,"EXPRESS AIR","13-12-2009","SHP_2126"
37216,"REGULAR AIR","01-12-2010","SHP_2127"
37314,"REGULAR AIR","05-05-2011","SHP_2128"
37349,"EXPRESS AIR","17-02-2010","SHP_2129"
37828,"REGULAR AIR","25-04-2011","SHP_2130"
37828,"REGULAR AIR","22-04-2011","SHP_2131"
37920,"REGULAR AIR","16-07-2010","SHP_2132"
38052,"REGULAR AIR","15-02-2012","SHP_2133"
38080,"REGULAR AIR","15-09-2009","SHP_2134"
38145,"REGULAR AIR","14-09-2009","SHP_2135"
38145,"REGULAR AIR","13-09-2009","SHP_2136"
38437,"DELIVERY TRUCK","09-05-2012","SHP_2137"
38437,"REGULAR AIR","09-05-2012","SHP_2138"
38503,"REGULAR AIR","05-05-2009","SHP_2139"
38503,"DELIVERY TRUCK","09-05-2009","SHP_2140"
38530,"REGULAR AIR","17-04-2011","SHP_2141"
38726,"REGULAR AIR","23-05-2009","SHP_2142"
39172,"REGULAR AIR","02-07-2010","SHP_2143"
39269,"REGULAR AIR","02-11-2012","SHP_2144"
39330,"EXPRESS AIR","18-07-2010","SHP_2145"
39365,"EXPRESS AIR","17-05-2012","SHP_2146"
39430,"REGULAR AIR","17-06-2009","SHP_2147"
39555,"REGULAR AIR","09-09-2012","SHP_2148"
39749,"REGULAR AIR","29-06-2010","SHP_2149"
39749,"DELIVERY TRUCK","29-06-2010","SHP_2150"
39815,"REGULAR AIR","13-04-2009","SHP_2151"
40001,"REGULAR AIR","26-02-2011","SHP_2152"
40386,"EXPRESS AIR","20-02-2011","SHP_2153"
40647,"REGULAR AIR","18-08-2009","SHP_2154"
41120,"REGULAR AIR","09-07-2012","SHP_2155"
41122,"EXPRESS AIR","23-02-2010","SHP_2156"
41187,"REGULAR AIR","30-09-2010","SHP_2157"
41187,"REGULAR AIR","04-10-2010","SHP_2158"
41221,"REGULAR AIR","13-09-2009","SHP_2159"
41282,"REGULAR AIR","06-07-2009","SHP_2160"
41312,"REGULAR AIR","01-02-2012","SHP_2161"
41318,"EXPRESS AIR","18-10-2011","SHP_2162"
41345,"REGULAR AIR","02-02-2012","SHP_2163"
41604,"REGULAR AIR","11-02-2009","SHP_2164"
41891,"REGULAR AIR","23-05-2011","SHP_2165"
42022,"REGULAR AIR","25-09-2009","SHP_2166"
42081,"REGULAR AIR","15-01-2011","SHP_2167"
42081,"REGULAR AIR","12-01-2011","SHP_2168"
42086,"REGULAR AIR","23-07-2010","SHP_2169"
42246,"REGULAR AIR","27-04-2012","SHP_2170"
42246,"REGULAR AIR","28-04-2012","SHP_2171"
42465,"REGULAR AIR","22-12-2010","SHP_2172"
42657,"REGULAR AIR","05-10-2011","SHP_2173"
42820,"REGULAR AIR","23-02-2010","SHP_2174"
42848,"REGULAR AIR","08-10-2012","SHP_2175"
43269,"REGULAR AIR","12-04-2009","SHP_2176"
43367,"REGULAR AIR","12-03-2010","SHP_2177"
43367,"EXPRESS AIR","10-03-2010","SHP_2178"
43367,"REGULAR AIR","09-03-2010","SHP_2179"
43399,"REGULAR AIR","31-07-2009","SHP_2180"
43399,"DELIVERY TRUCK","01-08-2009","SHP_2181"
43399,"REGULAR AIR","01-08-2009","SHP_2182"
43875,"EXPRESS AIR","10-12-2011","SHP_2183"
43875,"DELIVERY TRUCK","09-12-2011","SHP_2184"
43875,"REGULAR AIR","09-12-2011","SHP_2185"
43875,"REGULAR AIR","08-12-2011","SHP_2186"
44197,"DELIVERY TRUCK","23-01-2009","SHP_2187"
44229,"REGULAR AIR","14-05-2010","SHP_2188"
44386,"REGULAR AIR","11-04-2012","SHP_2189"
44390,"REGULAR AIR","05-12-2010","SHP_2190"
44612,"REGULAR AIR","15-03-2011","SHP_2191"
44614,"EXPRESS AIR","18-06-2010","SHP_2192"
44614,"REGULAR AIR","23-06-2010","SHP_2193"
44615,"REGULAR AIR","10-05-2010","SHP_2194"
44864,"REGULAR AIR","24-06-2010","SHP_2195"
44900,"REGULAR AIR","10-02-2010","SHP_2196"
44960,"REGULAR AIR","05-05-2011","SHP_2197"
44960,"REGULAR AIR","03-05-2011","SHP_2198"
44960,"REGULAR AIR","07-05-2011","SHP_2199"
44992,"REGULAR AIR","26-12-2012","SHP_2200"
44992,"DELIVERY TRUCK","26-12-2012","SHP_2201"
45125,"DELIVERY TRUCK","29-05-2012","SHP_2202"
45125,"REGULAR AIR","29-05-2012","SHP_2203"
45190,"DELIVERY TRUCK","19-11-2010","SHP_2204"
45414,"REGULAR AIR","12-02-2009","SHP_2205"
45700,"REGULAR AIR","13-11-2012","SHP_2206"
45824,"REGULAR AIR","08-12-2009","SHP_2207"
45991,"DELIVERY TRUCK","16-02-2011","SHP_2208"
45991,"REGULAR AIR","18-02-2011","SHP_2209"
46307,"REGULAR AIR","06-02-2011","SHP_2210"
46307,"REGULAR AIR","09-02-2011","SHP_2211"
46434,"REGULAR AIR","02-04-2010","SHP_2212"
46466,"REGULAR AIR","22-02-2012","SHP_2213"
46528,"EXPRESS AIR","08-12-2009","SHP_2214"
46528,"REGULAR AIR","09-12-2009","SHP_2215"
46626,"DELIVERY TRUCK","01-07-2012","SHP_2216"
46853,"REGULAR AIR","22-05-2009","SHP_2217"
46855,"REGULAR AIR","06-03-2010","SHP_2218"
46919,"REGULAR AIR","20-06-2009","SHP_2219"
46977,"REGULAR AIR","09-05-2012","SHP_2220"
47041,"REGULAR AIR","03-04-2012","SHP_2221"
47301,"REGULAR AIR","22-07-2011","SHP_2222"
47714,"DELIVERY TRUCK","11-03-2011","SHP_2223"
48003,"REGULAR AIR","28-01-2012","SHP_2224"
48195,"REGULAR AIR","28-11-2010","SHP_2225"
48195,"REGULAR AIR","27-11-2010","SHP_2226"
48357,"REGULAR AIR","28-03-2009","SHP_2227"
48615,"REGULAR AIR","07-12-2012","SHP_2228"
48615,"REGULAR AIR","08-12-2012","SHP_2229"
48642,"REGULAR AIR","03-02-2010","SHP_2230"
48642,"EXPRESS AIR","02-02-2010","SHP_2231"
48710,"REGULAR AIR","26-11-2009","SHP_2232"
49094,"REGULAR AIR","05-09-2012","SHP_2233"
49125,"EXPRESS AIR","31-03-2009","SHP_2234"
49538,"REGULAR AIR","21-03-2010","SHP_2235"
49730,"DELIVERY TRUCK","05-01-2009","SHP_2236"
49924,"REGULAR AIR","27-05-2011","SHP_2237"
50306,"REGULAR AIR","22-05-2011","SHP_2238"
50566,"REGULAR AIR","09-09-2011","SHP_2239"
50823,"REGULAR AIR","26-07-2009","SHP_2240"
50854,"REGULAR AIR","17-12-2011","SHP_2241"
50854,"DELIVERY TRUCK","19-12-2011","SHP_2242"
50854,"EXPRESS AIR","17-12-2011","SHP_2243"
51109,"REGULAR AIR","10-11-2012","SHP_2244"
51395,"REGULAR AIR","14-06-2010","SHP_2245"
51395,"REGULAR AIR","13-06-2010","SHP_2246"
51559,"REGULAR AIR","13-03-2012","SHP_2247"
51813,"REGULAR AIR","23-12-2012","SHP_2248"
51937,"DELIVERY TRUCK","27-02-2009","SHP_2249"
52098,"REGULAR AIR","10-03-2010","SHP_2250"
52102,"REGULAR AIR","12-09-2010","SHP_2251"
52135,"REGULAR AIR","26-03-2010","SHP_2252"
52162,"REGULAR AIR","01-11-2011","SHP_2253"
52162,"REGULAR AIR","02-11-2011","SHP_2254"
52256,"REGULAR AIR","06-11-2010","SHP_2255"
52391,"REGULAR AIR","14-12-2009","SHP_2256"
52642,"DELIVERY TRUCK","18-06-2011","SHP_2257"
52642,"REGULAR AIR","21-06-2011","SHP_2258"
52645,"REGULAR AIR","12-03-2012","SHP_2259"
52645,"REGULAR AIR","16-03-2012","SHP_2260"
52711,"REGULAR AIR","23-09-2011","SHP_2261"
52896,"EXPRESS AIR","24-10-2010","SHP_2262"
52896,"DELIVERY TRUCK","23-10-2010","SHP_2263"
52999,"EXPRESS AIR","27-04-2012","SHP_2264"
52999,"REGULAR AIR","27-04-2012","SHP_2265"
52999,"REGULAR AIR","25-04-2012","SHP_2266"
53254,"REGULAR AIR","21-08-2009","SHP_2267"
53281,"DELIVERY TRUCK","04-04-2009","SHP_2268"
53285,"REGULAR AIR","26-05-2012","SHP_2269"
53312,"REGULAR AIR","06-07-2009","SHP_2270"
53312,"REGULAR AIR","05-07-2009","SHP_2271"
53637,"EXPRESS AIR","18-03-2011","SHP_2272"
53698,"EXPRESS AIR","17-06-2012","SHP_2273"
54183,"EXPRESS AIR","17-04-2012","SHP_2274"
54183,"REGULAR AIR","16-04-2012","SHP_2275"
54245,"REGULAR AIR","25-03-2011","SHP_2276"
54339,"EXPRESS AIR","09-05-2012","SHP_2277"
54339,"REGULAR AIR","07-05-2012","SHP_2278"
54401,"REGULAR AIR","06-12-2011","SHP_2279"
54563,"REGULAR AIR","06-10-2010","SHP_2280"
54694,"REGULAR AIR","19-09-2009","SHP_2281"
54755,"REGULAR AIR","10-12-2009","SHP_2282"
54914,"REGULAR AIR","29-08-2011","SHP_2283"
54914,"REGULAR AIR","30-08-2011","SHP_2284"
55073,"REGULAR AIR","20-03-2012","SHP_2285"
55270,"REGULAR AIR","23-01-2010","SHP_2286"
55716,"REGULAR AIR","23-10-2012","SHP_2287"
55776,"DELIVERY TRUCK","23-03-2009","SHP_2288"
55874,"REGULAR AIR","17-02-2009","SHP_2289"
55874,"EXPRESS AIR","18-02-2009","SHP_2290"
56002,"REGULAR AIR","06-07-2009","SHP_2291"
56002,"REGULAR AIR","08-07-2009","SHP_2292"
56002,"REGULAR AIR","11-07-2009","SHP_2293"
56039,"REGULAR AIR","30-11-2011","SHP_2294"
56710,"REGULAR AIR","12-05-2010","SHP_2295"
56710,"REGULAR AIR","13-05-2010","SHP_2296"
57092,"REGULAR AIR","02-05-2010","SHP_2297"
57253,"REGULAR AIR","06-01-2009","SHP_2298"
57253,"DELIVERY TRUCK","07-01-2009","SHP_2299"
57253,"REGULAR AIR","05-01-2009","SHP_2300"
57382,"REGULAR AIR","25-03-2009","SHP_2301"
57382,"EXPRESS AIR","25-03-2009","SHP_2302"
57415,"REGULAR AIR","25-03-2009","SHP_2303"
57606,"REGULAR AIR","04-01-2010","SHP_2304"
57794,"REGULAR AIR","28-07-2009","SHP_2305"
58054,"REGULAR AIR","04-01-2011","SHP_2306"
58113,"REGULAR AIR","03-02-2012","SHP_2307"
58113,"EXPRESS AIR","03-02-2012","SHP_2308"
58528,"REGULAR AIR","28-10-2010","SHP_2309"
58528,"EXPRESS AIR","28-10-2010","SHP_2310"
58598,"DELIVERY TRUCK","23-08-2011","SHP_2311"
58598,"REGULAR AIR","23-08-2011","SHP_2312"
58851,"REGULAR AIR","11-06-2010","SHP_2313"
58851,"REGULAR AIR","14-06-2010","SHP_2314"
58853,"DELIVERY TRUCK","14-05-2012","SHP_2315"
59015,"REGULAR AIR","27-05-2012","SHP_2316"
59015,"REGULAR AIR","28-05-2012","SHP_2317"
59075,"REGULAR AIR","29-02-2012","SHP_2318"
59108,"REGULAR AIR","12-10-2011","SHP_2319"
59108,"REGULAR AIR","16-10-2011","SHP_2320"
59589,"REGULAR AIR","11-04-2012","SHP_2321"
59685,"REGULAR AIR","12-12-2012","SHP_2322"
59685,"REGULAR AIR","11-12-2012","SHP_2323"
59845,"REGULAR AIR","26-12-2009","SHP_2324"
59845,"REGULAR AIR","27-12-2009","SHP_2325"
134,"REGULAR AIR","02-05-2012","SHP_2326"
740,"REGULAR AIR","15-07-2011","SHP_2327"
833,"REGULAR AIR","13-02-2009","SHP_2328"
1573,"DELIVERY TRUCK","29-12-2012","SHP_2329"
1639,"REGULAR AIR","20-08-2011","SHP_2330"
2053,"DELIVERY TRUCK","07-02-2011","SHP_2331"
2053,"REGULAR AIR","08-02-2011","SHP_2332"
2146,"REGULAR AIR","14-09-2012","SHP_2333"
2146,"REGULAR AIR","15-09-2012","SHP_2334"
2752,"REGULAR AIR","20-11-2010","SHP_2335"
2752,"REGULAR AIR","18-11-2010","SHP_2336"
5445,"EXPRESS AIR","30-07-2010","SHP_2337"
5445,"REGULAR AIR","01-08-2010","SHP_2338"
5699,"REGULAR AIR","03-08-2012","SHP_2339"
5699,"EXPRESS AIR","03-08-2012","SHP_2340"
6823,"REGULAR AIR","22-07-2009","SHP_2341"
6823,"REGULAR AIR","23-07-2009","SHP_2342"
6948,"REGULAR AIR","10-12-2010","SHP_2343"
7462,"EXPRESS AIR","21-02-2011","SHP_2344"
7845,"EXPRESS AIR","13-12-2009","SHP_2345"
7845,"EXPRESS AIR","14-12-2009","SHP_2346"
8033,"REGULAR AIR","25-04-2012","SHP_2347"
8388,"REGULAR AIR","25-02-2012","SHP_2348"
9761,"DELIVERY TRUCK","23-01-2012","SHP_2349"
9761,"REGULAR AIR","24-01-2012","SHP_2350"
9863,"REGULAR AIR","06-09-2011","SHP_2351"
10342,"DELIVERY TRUCK","24-11-2011","SHP_2352"
10342,"REGULAR AIR","23-11-2011","SHP_2353"
10342,"REGULAR AIR","24-11-2011","SHP_2354"
10342,"EXPRESS AIR","24-11-2011","SHP_2355"
10434,"DELIVERY TRUCK","24-12-2009","SHP_2356"
11040,"REGULAR AIR","23-10-2011","SHP_2357"
11302,"DELIVERY TRUCK","03-03-2009","SHP_2358"
11398,"REGULAR AIR","07-08-2012","SHP_2359"
11398,"REGULAR AIR","08-08-2012","SHP_2360"
11584,"REGULAR AIR","23-11-2009","SHP_2361"
11652,"REGULAR AIR","11-11-2011","SHP_2362"
11652,"REGULAR AIR","12-11-2011","SHP_2363"
11686,"REGULAR AIR","28-01-2009","SHP_2364"
13895,"REGULAR AIR","20-11-2010","SHP_2365"
14820,"EXPRESS AIR","11-01-2012","SHP_2366"
15170,"REGULAR AIR","18-03-2009","SHP_2367"
15780,"REGULAR AIR","15-04-2011","SHP_2368"
16098,"REGULAR AIR","25-07-2012","SHP_2369"
16103,"REGULAR AIR","17-07-2012","SHP_2370"
16610,"REGULAR AIR","12-10-2009","SHP_2371"
18757,"REGULAR AIR","24-05-2012","SHP_2372"
18757,"REGULAR AIR","27-05-2012","SHP_2373"
19431,"REGULAR AIR","25-05-2009","SHP_2374"
19584,"DELIVERY TRUCK","17-04-2009","SHP_2375"
20262,"REGULAR AIR","26-12-2009","SHP_2376"
20545,"DELIVERY TRUCK","10-10-2010","SHP_2377"
20545,"REGULAR AIR","11-10-2010","SHP_2378"
20577,"REGULAR AIR","11-02-2010","SHP_2379"
20804,"DELIVERY TRUCK","03-12-2011","SHP_2380"
21414,"REGULAR AIR","06-05-2011","SHP_2381"
21414,"REGULAR AIR","05-05-2011","SHP_2382"
21447,"EXPRESS AIR","05-06-2010","SHP_2383"
21479,"EXPRESS AIR","29-08-2009","SHP_2384"
22208,"REGULAR AIR","15-10-2009","SHP_2385"
22279,"REGULAR AIR","25-12-2009","SHP_2386"
23174,"DELIVERY TRUCK","28-07-2012","SHP_2387"
23174,"REGULAR AIR","02-08-2012","SHP_2388"
23333,"REGULAR AIR","06-08-2009","SHP_2389"
23333,"REGULAR AIR","07-08-2009","SHP_2390"
24640,"DELIVERY TRUCK","30-01-2011","SHP_2391"
25056,"REGULAR AIR","23-09-2010","SHP_2392"
26244,"REGULAR AIR","05-08-2010","SHP_2393"
27201,"DELIVERY TRUCK","25-07-2012","SHP_2394"
27808,"EXPRESS AIR","02-02-2010","SHP_2395"
29573,"REGULAR AIR","18-01-2012","SHP_2396"
29862,"REGULAR AIR","21-06-2011","SHP_2397"
30433,"EXPRESS AIR","09-06-2010","SHP_2398"
30532,"REGULAR AIR","27-11-2011","SHP_2399"
30532,"EXPRESS AIR","27-11-2011","SHP_2400"
30532,"REGULAR AIR","28-11-2011","SHP_2401"
30532,"DELIVERY TRUCK","28-11-2011","SHP_2402"
30597,"REGULAR AIR","07-08-2012","SHP_2403"
30597,"REGULAR AIR","06-08-2012","SHP_2404"
30981,"DELIVERY TRUCK","19-02-2011","SHP_2405"
30981,"DELIVERY TRUCK","17-02-2011","SHP_2406"
31751,"EXPRESS AIR","28-05-2011","SHP_2407"
31873,"REGULAR AIR","13-11-2009","SHP_2408"
31873,"REGULAR AIR","15-11-2009","SHP_2409"
32000,"REGULAR AIR","15-09-2012","SHP_2410"
32000,"DELIVERY TRUCK","20-09-2012","SHP_2411"
32737,"REGULAR AIR","30-10-2009","SHP_2412"
35012,"REGULAR AIR","08-06-2012","SHP_2413"
35012,"REGULAR AIR","09-06-2012","SHP_2414"
35042,"REGULAR AIR","03-12-2010","SHP_2415"
35713,"REGULAR AIR","17-10-2012","SHP_2416"
36229,"REGULAR AIR","24-09-2012","SHP_2417"
36229,"DELIVERY TRUCK","23-09-2012","SHP_2418"
36933,"REGULAR AIR","13-07-2011","SHP_2419"
37152,"DELIVERY TRUCK","24-05-2011","SHP_2420"
37152,"REGULAR AIR","24-05-2011","SHP_2421"
37223,"EXPRESS AIR","14-11-2011","SHP_2422"
37223,"REGULAR AIR","17-11-2011","SHP_2423"
37223,"REGULAR AIR","15-11-2011","SHP_2424"
37254,"REGULAR AIR","19-09-2009","SHP_2425"
37441,"DELIVERY TRUCK","25-02-2009","SHP_2426"
37441,"REGULAR AIR","26-02-2009","SHP_2427"
38084,"REGULAR AIR","22-03-2009","SHP_2428"
39168,"REGULAR AIR","20-05-2012","SHP_2429"
39168,"REGULAR AIR","19-05-2012","SHP_2430"
39333,"REGULAR AIR","19-02-2010","SHP_2431"
39333,"REGULAR AIR","17-02-2010","SHP_2432"
39589,"REGULAR AIR","03-08-2009","SHP_2433"
39589,"REGULAR AIR","02-08-2009","SHP_2434"
39906,"REGULAR AIR","19-03-2009","SHP_2435"
40097,"REGULAR AIR","14-01-2009","SHP_2436"
40193,"EXPRESS AIR","02-09-2012","SHP_2437"
40258,"REGULAR AIR","11-04-2009","SHP_2438"
40258,"REGULAR AIR","10-04-2009","SHP_2439"
40544,"REGULAR AIR","08-04-2009","SHP_2440"
41765,"REGULAR AIR","11-12-2009","SHP_2441"
42242,"EXPRESS AIR","02-04-2009","SHP_2442"
42242,"REGULAR AIR","02-04-2009","SHP_2443"
42369,"REGULAR AIR","06-08-2010","SHP_2444"
42690,"REGULAR AIR","02-10-2010","SHP_2445"
45184,"REGULAR AIR","26-06-2010","SHP_2446"
45184,"REGULAR AIR","24-06-2010","SHP_2447"
45632,"REGULAR AIR","11-05-2010","SHP_2448"
46276,"REGULAR AIR","10-12-2012","SHP_2449"
46276,"REGULAR AIR","11-12-2012","SHP_2450"
46566,"REGULAR AIR","10-04-2012","SHP_2451"
48198,"DELIVERY TRUCK","21-11-2009","SHP_2452"
48198,"REGULAR AIR","22-11-2009","SHP_2453"
48453,"REGULAR AIR","26-07-2009","SHP_2454"
48518,"EXPRESS AIR","04-04-2009","SHP_2455"
49349,"REGULAR AIR","01-06-2011","SHP_2456"
49349,"DELIVERY TRUCK","03-06-2011","SHP_2457"
49668,"REGULAR AIR","09-12-2009","SHP_2458"
50309,"REGULAR AIR","22-03-2011","SHP_2459"
52327,"REGULAR AIR","21-12-2011","SHP_2460"
52327,"REGULAR AIR","22-12-2011","SHP_2461"
52516,"DELIVERY TRUCK","05-01-2012","SHP_2462"
52516,"EXPRESS AIR","08-01-2012","SHP_2463"
52800,"REGULAR AIR","11-10-2010","SHP_2464"
53574,"REGULAR AIR","10-04-2012","SHP_2465"
54023,"REGULAR AIR","23-07-2012","SHP_2466"
55265,"REGULAR AIR","28-09-2009","SHP_2467"
55398,"REGULAR AIR","22-01-2010","SHP_2468"
55458,"REGULAR AIR","18-03-2012","SHP_2469"
55809,"DELIVERY TRUCK","12-09-2011","SHP_2470"
56992,"REGULAR AIR","18-04-2010","SHP_2471"
58210,"REGULAR AIR","07-12-2012","SHP_2472"
58277,"REGULAR AIR","26-01-2009","SHP_2473"
58720,"REGULAR AIR","07-03-2010","SHP_2474"
58720,"EXPRESS AIR","08-03-2010","SHP_2475"
58820,"REGULAR AIR","04-03-2010","SHP_2476"
1154,"EXPRESS AIR","15-02-2012","SHP_2477"
1382,"REGULAR AIR","20-08-2010","SHP_2478"
