"Order_ID","Order_Date","Order_Priority","Ord_id"
11044,"24-06-2012","MEDIUM","Ord_1199"
15718,"27-01-2009","CRITICAL","Ord_1200"
17506,"28-02-2010","LOW","Ord_1201"
20003,"30-01-2012","MEDIUM","Ord_1202"
20805,"10-01-2011","HIGH","Ord_1203"
23524,"28-04-2009","HIGH","Ord_1204"
29860,"13-09-2009","CRITICAL","Ord_1205"
30787,"27-09-2011","HIGH","Ord_1206"
37440,"23-06-2010","NOT SPECIFIED","Ord_1207"
39872,"22-02-2010","CRITICAL","Ord_1208"
39943,"07-06-2012","HIGH","Ord_1209"
42405,"21-01-2010","HIGH","Ord_1210"
47171,"07-01-2010","MEDIUM","Ord_1211"
48576,"01-12-2012","NOT SPECIFIED","Ord_1212"
53984,"10-12-2012","MEDIUM","Ord_1213"
129,"18-11-2012","LOW","Ord_1214"
388,"15-12-2012","NOT SPECIFIED","Ord_1215"
1345,"27-10-2012","LOW","Ord_1216"
1793,"11-07-2012","NOT SPECIFIED","Ord_1217"
2209,"09-07-2012","HIGH","Ord_1218"
2947,"25-04-2011","CRITICAL","Ord_1219"
3271,"31-12-2011","CRITICAL","Ord_1220"
4321,"17-07-2009","MEDIUM","Ord_1221"
4545,"16-01-2010","NOT SPECIFIED","Ord_1222"
5572,"16-07-2009","HIGH","Ord_1223"
5703,"15-05-2010","MEDIUM","Ord_1224"
5920,"19-11-2009","HIGH","Ord_1225"
6311,"10-02-2010","MEDIUM","Ord_1226"
8231,"18-10-2012","CRITICAL","Ord_1227"
8709,"08-03-2009","HIGH","Ord_1228"
9765,"12-10-2012","LOW","Ord_1229"
10147,"09-10-2010","HIGH","Ord_1230"
11876,"03-07-2011","HIGH","Ord_1231"
12224,"12-12-2009","HIGH","Ord_1232"
12256,"18-12-2012","MEDIUM","Ord_1233"
12261,"23-10-2010","LOW","Ord_1234"
13408,"14-02-2009","LOW","Ord_1235"
13444,"05-01-2012","HIGH","Ord_1236"
13601,"16-08-2012","LOW","Ord_1237"
13894,"10-04-2012","MEDIUM","Ord_1238"
16480,"06-12-2009","NOT SPECIFIED","Ord_1239"
17858,"25-09-2010","MEDIUM","Ord_1240"
18561,"09-01-2009","NOT SPECIFIED","Ord_1241"
19777,"19-10-2012","NOT SPECIFIED","Ord_1242"
21601,"06-04-2011","LOW","Ord_1243"
21670,"11-01-2011","HIGH","Ord_1244"
23489,"28-08-2012","HIGH","Ord_1245"
24486,"22-04-2011","MEDIUM","Ord_1246"
24869,"10-06-2009","NOT SPECIFIED","Ord_1247"
25697,"26-04-2011","LOW","Ord_1248"
27490,"14-03-2012","NOT SPECIFIED","Ord_1249"
27844,"29-06-2011","LOW","Ord_1250"
28451,"05-01-2009","CRITICAL","Ord_1251"
28482,"08-03-2010","CRITICAL","Ord_1252"
28642,"18-01-2011","HIGH","Ord_1253"
29380,"27-04-2009","NOT SPECIFIED","Ord_1254"
32036,"05-10-2011","MEDIUM","Ord_1255"
32295,"07-01-2009","HIGH","Ord_1256"
33505,"25-09-2010","LOW","Ord_1257"
34086,"29-04-2012","HIGH","Ord_1258"
34209,"24-08-2010","HIGH","Ord_1259"
36807,"16-03-2009","MEDIUM","Ord_1260"
37318,"15-04-2010","MEDIUM","Ord_1261"
38496,"20-02-2010","CRITICAL","Ord_1262"
41702,"22-12-2010","NOT SPECIFIED","Ord_1263"
44706,"30-03-2010","LOW","Ord_1264"
45347,"29-09-2010","MEDIUM","Ord_1265"
46627,"11-06-2009","CRITICAL","Ord_1266"
47168,"21-06-2009","NOT SPECIFIED","Ord_1267"
50051,"04-10-2009","MEDIUM","Ord_1268"
50433,"19-01-2012","CRITICAL","Ord_1269"
50721,"27-02-2012","HIGH","Ord_1270"
50758,"12-07-2012","MEDIUM","Ord_1271"
50883,"01-06-2012","LOW","Ord_1272"
51524,"14-03-2010","MEDIUM","Ord_1273"
52322,"02-02-2010","LOW","Ord_1274"
52932,"12-05-2012","LOW","Ord_1275"
52995,"15-03-2012","NOT SPECIFIED","Ord_1276"
53024,"12-05-2012","NOT SPECIFIED","Ord_1277"
54145,"02-01-2010","LOW","Ord_1278"
55840,"17-08-2009","MEDIUM","Ord_1279"
56930,"17-08-2012","LOW","Ord_1280"
57570,"28-09-2012","HIGH","Ord_1281"
58051,"20-03-2012","HIGH","Ord_1282"
59392,"26-06-2010","MEDIUM","Ord_1283"
3136,"09-08-2009","NOT SPECIFIED","Ord_1284"
3648,"16-06-2010","LOW","Ord_1285"
6246,"21-10-2009","NOT SPECIFIED","Ord_1286"
9028,"21-12-2010","LOW","Ord_1287"
9478,"28-03-2009","HIGH","Ord_1288"
12323,"02-04-2011","NOT SPECIFIED","Ord_1289"
13830,"21-12-2009","HIGH","Ord_1290"
14791,"14-02-2010","MEDIUM","Ord_1291"
18085,"25-09-2011","HIGH","Ord_1292"
20674,"08-12-2010","HIGH","Ord_1293"
24903,"19-10-2010","LOW","Ord_1294"
25735,"30-12-2010","NOT SPECIFIED","Ord_1295"
29856,"08-06-2012","MEDIUM","Ord_1296"
32580,"15-09-2011","HIGH","Ord_1297"
34017,"23-03-2009","HIGH","Ord_1298"
42597,"25-03-2010","MEDIUM","Ord_1299"
46884,"17-01-2009","MEDIUM","Ord_1300"
52325,"14-07-2012","NOT SPECIFIED","Ord_1301"
53382,"27-12-2009","NOT SPECIFIED","Ord_1302"
53728,"22-10-2011","HIGH","Ord_1303"
65,"17-03-2011","CRITICAL","Ord_1304"
230,"26-10-2010","CRITICAL","Ord_1305"
355,"13-06-2009","LOW","Ord_1306"
449,"19-07-2011","HIGH","Ord_1307"
640,"22-01-2010","HIGH","Ord_1308"
646,"21-11-2009","HIGH","Ord_1309"
835,"07-10-2011","NOT SPECIFIED","Ord_1310"
896,"08-03-2010","CRITICAL","Ord_1311"
994,"19-04-2009","LOW","Ord_1312"
1057,"19-02-2012","CRITICAL","Ord_1313"
1538,"17-06-2011","NOT SPECIFIED","Ord_1314"
1701,"18-05-2012","HIGH","Ord_1315"
1891,"14-12-2009","LOW","Ord_1316"
2022,"14-03-2012","CRITICAL","Ord_1317"
2181,"12-09-2011","MEDIUM","Ord_1318"
2628,"21-10-2010","LOW","Ord_1319"
2691,"29-04-2012","LOW","Ord_1320"
2912,"11-03-2012","LOW","Ord_1321"
3235,"14-11-2011","LOW","Ord_1322"
3266,"16-03-2011","LOW","Ord_1323"
3363,"22-09-2011","HIGH","Ord_1324"
3585,"22-11-2009","HIGH","Ord_1325"
3745,"28-09-2010","LOW","Ord_1326"
4128,"06-10-2011","NOT SPECIFIED","Ord_1327"
4354,"29-09-2009","NOT SPECIFIED","Ord_1328"
4550,"28-12-2009","HIGH","Ord_1329"
4743,"30-03-2010","LOW","Ord_1330"
5251,"11-04-2011","MEDIUM","Ord_1331"
5283,"03-06-2009","MEDIUM","Ord_1332"
5381,"28-01-2010","LOW","Ord_1333"
5444,"17-03-2011","CRITICAL","Ord_1334"
5601,"05-01-2012","HIGH","Ord_1335"
5760,"24-05-2009","NOT SPECIFIED","Ord_1336"
6438,"16-05-2010","NOT SPECIFIED","Ord_1337"
6592,"01-12-2009","LOW","Ord_1338"
6755,"01-05-2011","HIGH","Ord_1339"
6918,"01-07-2011","CRITICAL","Ord_1340"
7841,"20-05-2012","NOT SPECIFIED","Ord_1341"
8103,"02-11-2009","LOW","Ord_1342"
8258,"01-03-2009","HIGH","Ord_1343"
8454,"15-08-2012","MEDIUM","Ord_1344"
8710,"04-01-2009","CRITICAL","Ord_1345"
8835,"13-10-2009","CRITICAL","Ord_1346"
8960,"05-06-2010","MEDIUM","Ord_1347"
9281,"23-02-2012","CRITICAL","Ord_1348"
9350,"31-10-2012","CRITICAL","Ord_1349"
9665,"23-04-2009","LOW","Ord_1350"
9893,"16-08-2009","MEDIUM","Ord_1351"
10183,"24-11-2009","CRITICAL","Ord_1352"
10247,"10-01-2010","MEDIUM","Ord_1353"
10371,"16-09-2009","HIGH","Ord_1354"
10498,"23-10-2010","LOW","Ord_1355"
10624,"20-12-2009","CRITICAL","Ord_1356"
11425,"22-06-2011","CRITICAL","Ord_1357"
11491,"17-08-2010","LOW","Ord_1358"
11841,"20-04-2010","MEDIUM","Ord_1359"
11878,"24-02-2010","NOT SPECIFIED","Ord_1360"
12130,"09-12-2011","NOT SPECIFIED","Ord_1361"
12160,"12-12-2010","LOW","Ord_1362"
12258,"30-11-2009","LOW","Ord_1363"
12263,"06-07-2011","HIGH","Ord_1364"
12551,"11-06-2012","LOW","Ord_1365"
12736,"08-03-2010","LOW","Ord_1366"
12768,"08-04-2009","CRITICAL","Ord_1367"
12837,"02-12-2012","MEDIUM","Ord_1368"
12897,"18-07-2011","NOT SPECIFIED","Ord_1369"
13030,"22-07-2009","MEDIUM","Ord_1370"
13091,"15-11-2009","MEDIUM","Ord_1371"
13383,"15-06-2012","NOT SPECIFIED","Ord_1372"
13440,"13-10-2010","NOT SPECIFIED","Ord_1373"
13479,"04-12-2009","HIGH","Ord_1374"
13633,"03-04-2012","NOT SPECIFIED","Ord_1375"
13735,"21-05-2009","MEDIUM","Ord_1376"
13861,"11-08-2010","HIGH","Ord_1377"
13892,"27-04-2012","HIGH","Ord_1378"
14023,"20-02-2010","NOT SPECIFIED","Ord_1379"
14115,"14-08-2009","NOT SPECIFIED","Ord_1380"
14147,"07-03-2010","NOT SPECIFIED","Ord_1381"
14211,"12-02-2009","NOT SPECIFIED","Ord_1382"
14368,"10-09-2011","HIGH","Ord_1383"
14596,"10-01-2009","CRITICAL","Ord_1384"
14693,"09-01-2011","CRITICAL","Ord_1385"
14695,"05-09-2012","HIGH","Ord_1386"
14823,"12-02-2009","LOW","Ord_1387"
15014,"10-02-2010","MEDIUM","Ord_1388"
15972,"09-08-2011","NOT SPECIFIED","Ord_1389"
16065,"20-07-2010","HIGH","Ord_1390"
16096,"19-01-2011","HIGH","Ord_1391"
16160,"23-07-2011","CRITICAL","Ord_1392"
16196,"20-10-2009","HIGH","Ord_1393"
16291,"08-04-2011","NOT SPECIFIED","Ord_1394"
16519,"10-06-2011","MEDIUM","Ord_1395"
16548,"05-02-2012","NOT SPECIFIED","Ord_1396"
16613,"24-12-2010","HIGH","Ord_1397"
16771,"28-09-2009","HIGH","Ord_1398"
16804,"10-03-2012","HIGH","Ord_1399"
17024,"13-10-2009","MEDIUM","Ord_1400"
17061,"30-10-2012","CRITICAL","Ord_1401"
17152,"12-03-2012","HIGH","Ord_1402"
17187,"23-09-2012","HIGH","Ord_1403"
17252,"29-04-2011","NOT SPECIFIED","Ord_1404"
17312,"20-05-2011","NOT SPECIFIED","Ord_1405"
17377,"28-10-2011","LOW","Ord_1406"
17634,"21-07-2012","HIGH","Ord_1407"
17668,"25-11-2009","MEDIUM","Ord_1408"
17735,"12-07-2012","LOW","Ord_1409"
17825,"13-01-2010","NOT SPECIFIED","Ord_1410"
17956,"05-08-2010","CRITICAL","Ord_1411"
17986,"05-04-2012","NOT SPECIFIED","Ord_1412"
18112,"16-03-2012","NOT SPECIFIED","Ord_1413"
18178,"02-11-2009","LOW","Ord_1414"
18182,"10-04-2011","MEDIUM","Ord_1415"
18405,"07-01-2009","MEDIUM","Ord_1416"
18531,"29-10-2012","CRITICAL","Ord_1417"
18533,"06-11-2009","NOT SPECIFIED","Ord_1418"
18661,"08-09-2012","LOW","Ord_1419"
18723,"12-08-2009","MEDIUM","Ord_1420"
18753,"31-07-2009","MEDIUM","Ord_1421"
19204,"18-09-2009","MEDIUM","Ord_1422"
19394,"25-12-2012","MEDIUM","Ord_1423"
19653,"11-09-2012","NOT SPECIFIED","Ord_1424"
19687,"13-08-2010","MEDIUM","Ord_1425"
19716,"29-09-2009","LOW","Ord_1426"
19782,"18-10-2012","LOW","Ord_1427"
20134,"12-03-2011","LOW","Ord_1428"
20259,"24-05-2011","CRITICAL","Ord_1429"
20261,"20-05-2009","MEDIUM","Ord_1430"
20453,"10-03-2011","MEDIUM","Ord_1431"
20614,"18-05-2009","NOT SPECIFIED","Ord_1432"
20709,"11-08-2009","HIGH","Ord_1433"
21025,"11-09-2010","NOT SPECIFIED","Ord_1434"
21028,"07-06-2012","CRITICAL","Ord_1435"
21125,"26-02-2011","NOT SPECIFIED","Ord_1436"
21382,"12-01-2012","CRITICAL","Ord_1437"
21604,"01-04-2012","MEDIUM","Ord_1438"
21824,"07-02-2011","LOW","Ord_1439"
21893,"24-10-2011","CRITICAL","Ord_1440"
22054,"29-07-2010","MEDIUM","Ord_1441"
22181,"07-10-2011","LOW","Ord_1442"
22272,"06-05-2012","HIGH","Ord_1443"
22373,"28-03-2012","HIGH","Ord_1444"
22434,"29-08-2012","CRITICAL","Ord_1445"
22849,"14-02-2011","NOT SPECIFIED","Ord_1446"
22881,"06-04-2010","MEDIUM","Ord_1447"
22950,"21-12-2011","LOW","Ord_1448"
23008,"09-10-2009","CRITICAL","Ord_1449"
23202,"30-07-2011","HIGH","Ord_1450"
23426,"16-02-2011","CRITICAL","Ord_1451"
23649,"05-09-2012","NOT SPECIFIED","Ord_1452"
23748,"10-08-2012","HIGH","Ord_1453"
23847,"09-11-2012","NOT SPECIFIED","Ord_1454"
23971,"21-11-2009","CRITICAL","Ord_1455"
24135,"22-01-2010","LOW","Ord_1456"
24196,"30-07-2010","HIGH","Ord_1457"
24197,"03-02-2010","LOW","Ord_1458"
24519,"11-06-2011","CRITICAL","Ord_1459"
24546,"26-03-2012","CRITICAL","Ord_1460"
24579,"18-11-2012","HIGH","Ord_1461"
24581,"09-04-2010","HIGH","Ord_1462"
24710,"30-09-2010","LOW","Ord_1463"
24960,"27-01-2011","HIGH","Ord_1464"
25061,"18-12-2011","MEDIUM","Ord_1465"
25095,"25-01-2011","LOW","Ord_1466"
25254,"17-09-2010","CRITICAL","Ord_1467"
25542,"30-12-2012","LOW","Ord_1468"
25569,"09-07-2012","HIGH","Ord_1469"
25863,"22-04-2011","NOT SPECIFIED","Ord_1470"
25895,"17-04-2012","MEDIUM","Ord_1471"
26050,"16-06-2011","HIGH","Ord_1472"
26145,"04-07-2011","LOW","Ord_1473"
26279,"30-07-2009","NOT SPECIFIED","Ord_1474"
26406,"12-04-2011","NOT SPECIFIED","Ord_1475"
26535,"20-03-2012","NOT SPECIFIED","Ord_1476"
26661,"19-12-2012","MEDIUM","Ord_1477"
26855,"15-03-2009","HIGH","Ord_1478"
27047,"22-11-2010","HIGH","Ord_1479"
27077,"15-03-2010","CRITICAL","Ord_1480"
27236,"02-03-2010","HIGH","Ord_1481"
27589,"15-09-2011","MEDIUM","Ord_1482"
27681,"24-11-2010","MEDIUM","Ord_1483"
28033,"14-09-2010","HIGH","Ord_1484"
28324,"07-08-2011","HIGH","Ord_1485"
28805,"02-04-2011","MEDIUM","Ord_1486"
28897,"24-08-2009","MEDIUM","Ord_1487"
28932,"21-07-2010","LOW","Ord_1488"
29219,"10-04-2009","NOT SPECIFIED","Ord_1489"
29410,"17-09-2009","CRITICAL","Ord_1490"
29411,"06-04-2012","HIGH","Ord_1491"
29475,"22-02-2010","HIGH","Ord_1492"
29537,"19-09-2012","LOW","Ord_1493"
29671,"22-03-2010","CRITICAL","Ord_1494"
29895,"20-10-2010","MEDIUM","Ord_1495"
30308,"21-03-2010","MEDIUM","Ord_1496"
30436,"07-07-2012","LOW","Ord_1497"
30820,"09-04-2011","CRITICAL","Ord_1498"
31046,"07-02-2011","CRITICAL","Ord_1499"
31301,"18-10-2010","LOW","Ord_1500"
31495,"04-08-2010","LOW","Ord_1501"
31523,"08-03-2012","LOW","Ord_1502"
31552,"11-11-2012","HIGH","Ord_1503"
31877,"29-06-2009","MEDIUM","Ord_1504"
32037,"16-02-2009","LOW","Ord_1505"
32131,"27-12-2010","CRITICAL","Ord_1506"
32135,"25-11-2010","HIGH","Ord_1507"
32195,"25-11-2009","MEDIUM","Ord_1508"
32230,"19-08-2012","HIGH","Ord_1509"
32451,"24-03-2009","NOT SPECIFIED","Ord_1510"
32642,"29-03-2012","MEDIUM","Ord_1511"
32803,"16-12-2011","MEDIUM","Ord_1512"
32834,"27-08-2010","CRITICAL","Ord_1513"
33219,"10-12-2011","HIGH","Ord_1514"
33477,"19-10-2012","HIGH","Ord_1515"
34082,"28-10-2011","NOT SPECIFIED","Ord_1516"
34211,"13-02-2012","NOT SPECIFIED","Ord_1517"
34244,"29-09-2010","LOW","Ord_1518"
34658,"18-11-2010","MEDIUM","Ord_1519"
34788,"09-11-2009","HIGH","Ord_1520"
34918,"23-10-2009","MEDIUM","Ord_1521"
35079,"14-08-2010","HIGH","Ord_1522"
35110,"18-10-2011","HIGH","Ord_1523"
35554,"24-09-2012","NOT SPECIFIED","Ord_1524"
35555,"04-03-2011","MEDIUM","Ord_1525"
35877,"25-05-2010","HIGH","Ord_1526"
35878,"13-08-2010","MEDIUM","Ord_1527"
36448,"10-09-2010","MEDIUM","Ord_1528"
36452,"05-04-2009","HIGH","Ord_1529"
36484,"28-01-2012","CRITICAL","Ord_1530"
36643,"23-02-2009","CRITICAL","Ord_1531"
36679,"30-08-2011","CRITICAL","Ord_1532"
36741,"19-12-2010","CRITICAL","Ord_1533"
36866,"24-03-2010","LOW","Ord_1534"
36929,"25-05-2012","LOW","Ord_1535"
36999,"12-12-2009","MEDIUM","Ord_1536"
37216,"30-11-2010","HIGH","Ord_1537"
37314,"04-05-2011","MEDIUM","Ord_1538"
37349,"15-02-2010","CRITICAL","Ord_1539"
37828,"20-04-2011","LOW","Ord_1540"
37920,"14-07-2010","CRITICAL","Ord_1541"
38052,"15-02-2012","LOW","Ord_1542"
38080,"14-09-2009","NOT SPECIFIED","Ord_1543"
38145,"12-09-2009","NOT SPECIFIED","Ord_1544"
38437,"08-05-2012","CRITICAL","Ord_1545"
38503,"05-05-2009","LOW","Ord_1546"
38530,"17-04-2011","CRITICAL","Ord_1547"
38726,"21-05-2009","MEDIUM","Ord_1548"
39172,"25-06-2010","LOW","Ord_1549"
39269,"26-10-2012","LOW","Ord_1550"
39330,"17-07-2010","CRITICAL","Ord_1551"
39365,"14-05-2012","HIGH","Ord_1552"
39430,"13-06-2009","LOW","Ord_1553"
39555,"04-09-2012","LOW","Ord_1554"
39749,"27-06-2010","HIGH","Ord_1555"
39815,"09-04-2009","LOW","Ord_1556"
40001,"24-02-2011","MEDIUM","Ord_1557"
40386,"18-02-2011","HIGH","Ord_1558"
40647,"17-08-2009","HIGH","Ord_1559"
41120,"07-07-2012","LOW","Ord_1560"
41122,"21-02-2010","NOT SPECIFIED","Ord_1561"
41187,"30-09-2010","LOW","Ord_1562"
41221,"12-09-2009","CRITICAL","Ord_1563"
41282,"04-07-2009","MEDIUM","Ord_1564"
41312,"31-01-2012","NOT SPECIFIED","Ord_1565"
41318,"09-10-2011","LOW","Ord_1566"
41345,"02-02-2012","MEDIUM","Ord_1567"
41604,"10-02-2009","MEDIUM","Ord_1568"
41891,"22-05-2011","HIGH","Ord_1569"
42022,"24-09-2009","MEDIUM","Ord_1570"
42081,"10-01-2011","LOW","Ord_1571"
42086,"22-07-2010","HIGH","Ord_1572"
42246,"26-04-2012","NOT SPECIFIED","Ord_1573"
42465,"21-12-2010","MEDIUM","Ord_1574"
42657,"03-10-2011","LOW","Ord_1575"
42820,"16-02-2010","LOW","Ord_1576"
42848,"06-10-2012","NOT SPECIFIED","Ord_1577"
43269,"10-04-2009","CRITICAL","Ord_1578"
43367,"09-03-2010","CRITICAL","Ord_1579"
43399,"30-07-2009","HIGH","Ord_1580"
43875,"07-12-2011","CRITICAL","Ord_1581"
44197,"20-01-2009","HIGH","Ord_1582"
44229,"14-05-2010","MEDIUM","Ord_1583"
44386,"09-04-2012","MEDIUM","Ord_1584"
44390,"03-12-2010","NOT SPECIFIED","Ord_1585"
44612,"13-03-2011","HIGH","Ord_1586"
44614,"14-06-2010","LOW","Ord_1587"
44615,"09-05-2010","MEDIUM","Ord_1588"
44864,"17-06-2010","LOW","Ord_1589"
44900,"09-02-2010","MEDIUM","Ord_1590"
44960,"03-05-2011","LOW","Ord_1591"
44992,"24-12-2012","CRITICAL","Ord_1592"
45125,"28-05-2012","CRITICAL","Ord_1593"
45190,"19-11-2010","HIGH","Ord_1594"
45414,"11-02-2009","CRITICAL","Ord_1595"
45700,"13-11-2012","HIGH","Ord_1596"
45824,"06-12-2009","NOT SPECIFIED","Ord_1597"
45991,"14-02-2011","LOW","Ord_1598"
46307,"06-02-2011","MEDIUM","Ord_1599"
46434,"01-04-2010","CRITICAL","Ord_1600"
46466,"21-02-2012","MEDIUM","Ord_1601"
46528,"06-12-2009","MEDIUM","Ord_1602"
46626,"27-06-2012","LOW","Ord_1603"
46853,"22-05-2009","LOW","Ord_1604"
46855,"05-03-2010","HIGH","Ord_1605"
46919,"18-06-2009","LOW","Ord_1606"
46977,"07-05-2012","MEDIUM","Ord_1607"
47041,"01-04-2012","NOT SPECIFIED","Ord_1608"
47301,"17-07-2011","LOW","Ord_1609"
48003,"26-01-2012","MEDIUM","Ord_1610"
48195,"27-11-2010","NOT SPECIFIED","Ord_1611"
48357,"28-03-2009","NOT SPECIFIED","Ord_1612"
48615,"03-12-2012","LOW","Ord_1613"
48642,"01-02-2010","HIGH","Ord_1614"
48710,"25-11-2009","MEDIUM","Ord_1615"
49094,"03-09-2012","CRITICAL","Ord_1616"
49125,"29-03-2009","NOT SPECIFIED","Ord_1617"
49538,"17-03-2010","LOW","Ord_1618"
49730,"04-01-2009","HIGH","Ord_1619"
49924,"25-05-2011","CRITICAL","Ord_1620"
50306,"20-05-2011","MEDIUM","Ord_1621"
50566,"07-09-2011","NOT SPECIFIED","Ord_1622"
50823,"21-07-2009","LOW","Ord_1623"
50854,"17-12-2011","CRITICAL","Ord_1624"
51109,"08-11-2012","HIGH","Ord_1625"
51395,"09-06-2010","LOW","Ord_1626"
51559,"04-03-2012","LOW","Ord_1627"
51813,"21-12-2012","NOT SPECIFIED","Ord_1628"
51937,"27-02-2009","HIGH","Ord_1629"
52098,"10-03-2010","MEDIUM","Ord_1630"
52102,"12-09-2010","MEDIUM","Ord_1631"
52135,"24-03-2010","LOW","Ord_1632"
52162,"01-11-2011","NOT SPECIFIED","Ord_1633"
52256,"04-11-2010","NOT SPECIFIED","Ord_1634"
52391,"12-12-2009","HIGH","Ord_1635"
52642,"14-06-2011","LOW","Ord_1636"
52645,"07-03-2012","LOW","Ord_1637"
52711,"23-09-2011","NOT SPECIFIED","Ord_1638"
52896,"22-10-2010","HIGH","Ord_1639"
52999,"25-04-2012","NOT SPECIFIED","Ord_1640"
53254,"18-08-2009","MEDIUM","Ord_1641"
53281,"02-04-2009","CRITICAL","Ord_1642"
53285,"24-05-2012","CRITICAL","Ord_1643"
53312,"04-07-2009","MEDIUM","Ord_1644"
53637,"17-03-2011","HIGH","Ord_1645"
53698,"16-06-2012","MEDIUM","Ord_1646"
54183,"15-04-2012","CRITICAL","Ord_1647"
54245,"24-03-2011","MEDIUM","Ord_1648"
54339,"02-05-2012","LOW","Ord_1649"
54401,"04-12-2011","HIGH","Ord_1650"
54563,"04-10-2010","CRITICAL","Ord_1651"
54694,"19-09-2009","CRITICAL","Ord_1652"
54755,"07-12-2009","CRITICAL","Ord_1653"
54914,"28-08-2011","CRITICAL","Ord_1654"
55073,"20-03-2012","LOW","Ord_1655"
55270,"22-01-2010","MEDIUM","Ord_1656"
55716,"22-10-2012","HIGH","Ord_1657"
55776,"22-03-2009","NOT SPECIFIED","Ord_1658"
55874,"16-02-2009","MEDIUM","Ord_1659"
56002,"04-07-2009","LOW","Ord_1660"
56039,"25-11-2011","LOW","Ord_1661"
56710,"11-05-2010","NOT SPECIFIED","Ord_1662"
57092,"01-05-2010","CRITICAL","Ord_1663"
57253,"05-01-2009","CRITICAL","Ord_1664"
57382,"23-03-2009","MEDIUM","Ord_1665"
57415,"24-03-2009","MEDIUM","Ord_1666"
57606,"03-01-2010","NOT SPECIFIED","Ord_1667"
57794,"26-07-2009","LOW","Ord_1668"
58054,"04-01-2011","HIGH","Ord_1669"
58113,"01-02-2012","HIGH","Ord_1670"
58528,"27-10-2010","MEDIUM","Ord_1671"
58598,"22-08-2011","MEDIUM","Ord_1672"
58851,"07-06-2010","LOW","Ord_1673"
58853,"13-05-2012","CRITICAL","Ord_1674"
59015,"26-05-2012","MEDIUM","Ord_1675"
59075,"26-02-2012","LOW","Ord_1676"
59108,"07-10-2011","LOW","Ord_1677"
59589,"11-04-2012","MEDIUM","Ord_1678"
59685,"10-12-2012","CRITICAL","Ord_1679"
59845,"22-12-2009","LOW","Ord_1680"
134,"30-04-2012","NOT SPECIFIED","Ord_1681"
740,"15-07-2011","MEDIUM","Ord_1682"
833,"12-02-2009","MEDIUM","Ord_1683"
1573,"27-12-2012","HIGH","Ord_1684"
1639,"19-08-2011","NOT SPECIFIED","Ord_1685"
2053,"06-02-2011","CRITICAL","Ord_1686"
2146,"13-09-2012","NOT SPECIFIED","Ord_1687"
2752,"18-11-2010","HIGH","Ord_1688"
5445,"25-07-2010","LOW","Ord_1689"
5699,"29-07-2012","LOW","Ord_1690"
6823,"21-07-2009","NOT SPECIFIED","Ord_1691"
6948,"09-12-2010","NOT SPECIFIED","Ord_1692"
7462,"20-02-2011","HIGH","Ord_1693"
7845,"13-12-2009","CRITICAL","Ord_1694"
8033,"24-04-2012","HIGH","Ord_1695"
8388,"23-02-2012","LOW","Ord_1696"
9761,"22-01-2012","NOT SPECIFIED","Ord_1697"
9863,"04-09-2011","CRITICAL","Ord_1698"
10342,"22-11-2011","MEDIUM","Ord_1699"
10434,"23-12-2009","HIGH","Ord_1700"
11040,"23-10-2011","NOT SPECIFIED","Ord_1701"
11302,"01-03-2009","LOW","Ord_1702"
11398,"06-08-2012","HIGH","Ord_1703"
11584,"22-11-2009","MEDIUM","Ord_1704"
11652,"10-11-2011","NOT SPECIFIED","Ord_1705"
11686,"27-01-2009","NOT SPECIFIED","Ord_1706"
13895,"20-11-2010","HIGH","Ord_1707"
14820,"09-01-2012","HIGH","Ord_1708"
15170,"18-03-2009","CRITICAL","Ord_1709"
15780,"13-04-2011","CRITICAL","Ord_1710"
16098,"21-07-2012","LOW","Ord_1711"
16103,"15-07-2012","NOT SPECIFIED","Ord_1712"
16610,"10-10-2009","HIGH","Ord_1713"
18757,"22-05-2012","LOW","Ord_1714"
19431,"23-05-2009","NOT SPECIFIED","Ord_1715"
19584,"16-04-2009","CRITICAL","Ord_1716"
20262,"26-12-2009","NOT SPECIFIED","Ord_1717"
20545,"09-10-2010","NOT SPECIFIED","Ord_1718"
20577,"09-02-2010","CRITICAL","Ord_1719"
20804,"26-11-2011","LOW","Ord_1720"
21414,"04-05-2011","CRITICAL","Ord_1721"
21447,"03-06-2010","NOT SPECIFIED","Ord_1722"
21479,"28-08-2009","MEDIUM","Ord_1723"
22208,"13-10-2009","HIGH","Ord_1724"
22279,"22-12-2009","NOT SPECIFIED","Ord_1725"
23174,"26-07-2012","LOW","Ord_1726"
23333,"05-08-2009","MEDIUM","Ord_1727"
24640,"29-01-2011","MEDIUM","Ord_1728"
25056,"21-09-2010","NOT SPECIFIED","Ord_1729"
26244,"03-08-2010","HIGH","Ord_1730"
27201,"25-07-2012","HIGH","Ord_1731"
27808,"26-01-2010","LOW","Ord_1732"
29573,"16-01-2012","CRITICAL","Ord_1733"
29862,"19-06-2011","MEDIUM","Ord_1734"
30433,"09-06-2010","MEDIUM","Ord_1735"
30532,"26-11-2011","HIGH","Ord_1736"
30597,"05-08-2012","HIGH","Ord_1737"
30981,"15-02-2011","LOW","Ord_1738"
31751,"26-05-2011","HIGH","Ord_1739"
31873,"08-11-2009","LOW","Ord_1740"
32000,"13-09-2012","LOW","Ord_1741"
32737,"28-10-2009","HIGH","Ord_1742"
35012,"08-06-2012","MEDIUM","Ord_1743"
