,ChurnProbability,y_train,ChurnPredicted
6269,0.16148225932251106,0,0
6253,0.18848854463075346,0,0
3609,0.26144429388708096,0,0
2277,0.2756661806453833,1,0
2608,0.30858815168070763,1,0
6178,0.017997368127232766,0,0
131,0.28001220395937915,1,0
6877,0.570206849866076,1,1
2028,0.09488550504148083,0,0
6646,-0.15129760339997422,0,0
4344,0.1539293112259114,0,0
6018,0.0008856009273246757,0,0
4323,0.3683916026761495,1,0
3321,-0.1343376562093818,0,0
5378,-0.055233998088585166,0,0
2251,0.4771322107200867,0,0
5857,0.5571101593992213,1,1
5715,0.3239903679605279,1,0
6274,0.2823331614680045,0,0
65,0.4436353969265516,0,0
2911,0.570206849866076,1,1
6465,-0.13489203834867874,0,0
1178,0.5101115587914767,1,1
1067,0.34895322906947823,0,0
4929,0.031833356321686705,0,0
5497,0.16830266540670435,1,0
5399,-0.07482650278947978,0,0
5020,0.0036048469381050052,0,0
3723,0.13142085743725368,0,0
1911,0.01840270789719891,0,0
3383,0.6152582131780003,1,1
2990,0.36731223065866586,1,0
5891,0.3667469074254785,1,0
5269,0.41110554390005405,0,0
614,0.08436437197066957,0,0
6047,0.37919486588015605,0,0
382,0.04301670447775132,0,0
6507,0.2733378702024615,1,0
1847,-0.09639819285643439,0,0
5386,0.38491720856998657,0,0
1182,0.16654516911593317,0,0
2536,0.08239438620674419,1,0
1137,-0.19755864109144955,0,0
5469,0.3939489845873718,0,0
1504,0.5259261438197782,0,1
469,0.37839748251560923,1,0
5489,0.388841916306071,0,0
5298,0.4593331549040495,0,0
1375,0.08529816444383034,0,0
5084,0.0713955702769854,0,0
1570,0.12435665359489723,0,0
5568,0.21753045197636892,0,0
6816,0.6147038310387034,1,1
1445,0.4394170572155101,0,0
3791,0.5885927465625489,0,1
3943,0.5233454260855094,0,1
2709,0.4027470446902892,0,0
1022,0.7198896175262975,0,1
5129,0.5245816578220573,0,1
6116,0.12491579996200441,0,0
1839,0.2410973165884205,0,0
5980,0.09163310569860833,0,0
583,0.26469552582880645,0,0
333,0.6100359962827695,1,1
1101,0.19222530736205545,0,0
910,0.6499852198087548,1,1
2925,0.10120279927589595,0,0
5187,0.5585552759134367,0,1
3963,-0.16428701249443609,0,0
3620,0.3692502308967541,0,0
2596,0.2608808326692267,0,0
1577,0.34478484053377917,1,0
4806,-0.19035609255104113,0,0
2865,0.1786544640279094,0,0
4746,0.6361470807589239,1,1
1909,0.07847993999018538,0,0
792,0.17593800448072466,0,0
4783,0.04749865555804574,0,0
7017,-0.021865419471567976,0,0
2327,0.5565791569225058,0,1
5056,-0.110740056710497,0,0
3770,-0.05319872084295338,0,0
1807,0.570206849866076,1,1
1531,0.1850545017216709,0,0
6594,0.26805558990606837,0,0
146,0.09936880757110894,0,0
2983,-0.10551783981526613,0,0
2402,0.19408746018002443,0,0
1284,-0.13489203834867874,0,0
6881,0.25330727825531746,0,0
5794,0.26919000012443084,0,0
6952,0.43971841681969087,1,0
4652,0.05702642875043923,0,0
4450,0.31019704175390117,1,0
4726,-0.007783400635384005,0,0
3261,-0.07201967457239733,0,0
4415,-0.003428538452489985,0,0
4007,-0.016088820437040102,0,0
388,0.34556508744396264,0,0
6141,0.43074582564236447,1,0
3713,0.46198541158044243,1,0
3959,0.07228718321300714,0,0
2365,0.5588947343757374,0,1
5933,0.7569995179322108,1,1
3081,0.5983335124217715,1,1
5686,0.6443023362075344,1,1
5534,0.42206291415337716,0,0
3505,0.4437833312691603,0,0
5973,0.3039609434145309,0,0
322,0.4855610664310075,0,0
5547,0.6480527104896299,1,1
1745,-0.05712342857903774,0,0
6653,0.27331232654450965,0,0
707,0.4460064601966786,0,0
272,0.44106408525838,1,0
945,0.5864278826910655,1,1
5650,0.06186947552146542,0,0
345,0.7236506384812843,0,1
3921,0.206004615144725,0,0
2108,0.20606432497298952,0,0
2655,0.5537500953219594,1,1
850,0.11654359487376928,0,0
4792,0.32283676713328674,1,0
6026,0.1751369198247289,0,0
3721,0.21497632776094805,1,0
2875,0.531702742854306,1,1
5120,0.27347739734148174,1,0
1061,0.2740994846562809,0,0
5334,0.3070196478876121,1,0
4648,0.6094816141434725,0,1
637,-0.1336445023709616,0,0
3213,-0.0022188640729391834,0,0
6639,0.21694866416378703,0,0
1351,0.28372224059176104,0,0
1256,-0.06624307553786948,0,0
1503,0.4272811050379048,0,0
6544,0.5533330590182057,1,1
1722,0.1042143258122997,0,0
807,0.06812190596505732,0,0
950,0.446874325475015,1,0
195,0.41363540989179,0,0
1869,-0.1585104134599082,0,0
2734,0.16797637570386997,0,0
6267,0.6147038310387034,1,1
629,0.3748433405336308,1,0
4425,0.25822678409703403,0,0
232,0.4730898828999076,1,0
1959,0.34490066872207414,0,0
4666,0.15696729825458566,0,0
427,0.5498723644244493,0,1
5015,0.1926662749019541,0,0
922,0.5630360442256913,0,1
6819,0.41507917495667185,1,0
6311,0.37505893608559576,0,0
6886,0.6863914522834287,1,1
4957,0.27327780680129926,0,0
190,-0.01677539903070431,0,0
5818,0.20059783954272967,0,0
43,-0.019243123480791387,0,0
1451,0.28113122975749866,0,0
3938,0.29422792022435335,0,0
4513,-0.028458715883367548,1,0
4392,0.22019854465617894,0,0
2735,0.45731757682450846,0,0
3936,0.29814371789024585,0,0
5959,0.01849057883864541,0,0
2962,0.3285931999698999,1,0
2467,0.24883634767446947,0,0
5581,0.13743246245469284,1,0
4807,0.26134393108860055,0,0
2021,0.026354432322735676,0,0
5461,-0.10208466435372093,0,0
4681,0.6818729033194371,1,1
5085,0.21184227545685105,0,0
3886,0.21591618444313831,0,0
4079,0.47036037536960174,0,0
1407,0.17991504798874766,0,0
5847,0.25622207699185,0,0
6227,0.4358418683631491,1,0
4691,0.4802220224849731,1,0
4962,0.25968798003727805,0,0
3223,0.3769757456639754,0,0
3212,0.4110373721246984,0,0
6101,0.11635069941002105,0,0
3646,0.18610275559731118,0,0
2637,0.006800971660975694,0,0
1195,0.4686202862487499,0,0
4350,0.2648062199796759,0,0
6348,0.4305045028539881,0,0
5061,0.05577957692635784,0,0
3264,0.5362226432676312,0,1
4486,0.21229041905240983,0,0
668,0.35414855085742375,1,0
6962,0.5346357814076856,1,1
4940,0.6453173850528208,0,1
6345,0.5356417511744146,0,1
6307,0.12955870461928465,0,0
4208,-0.06506012725723881,0,0
1083,0.6094816141434725,1,1
5017,-0.02473332651611007,0,0
2308,0.11219159389578828,0,0
4669,-0.09311430318683153,0,0
3685,0.017440835132558945,0,0
98,-0.027087636366798895,0,0
1275,-0.11002612725973213,0,0
6405,0.27858278718590906,0,0
750,0.20816947901620841,0,0
2539,-0.12195489519329192,0,0
4847,0.535650830252972,1,1
1990,0.689110698294209,1,1
2899,-0.07853940062677478,0,0
19,0.5102594931340854,0,1
2110,0.2810029945809807,0,0
4287,0.18869609547873076,1,0
6236,0.6003330110752838,0,1
2665,0.27384931454492145,0,0
1613,0.047865387113559255,0,0
1951,0.31953135981643555,0,0
41,0.019475907207974624,0,0
6182,-0.110740056710497,0,0
456,0.2873404546862393,0,0
2158,0.06573408369453682,0,0
883,0.08447137913678104,0,0
874,0.3586860832512904,0,0
5808,0.18690865929730144,0,0
5354,0.6584971442800917,0,1
6764,0.6147038310387034,1,1
1711,-0.1087912153920498,0,0
2324,0.5752650529926694,1,1
4048,-0.08189946470403664,0,0
621,0.14206369932692964,0,0
3438,0.5963849236766179,1,1
6281,0.08370215688541621,0,0
5194,0.5488305894802428,1,1
177,0.5507898248982878,1,1
4070,0.44165092613881585,0,0
53,0.6334512144107252,1,1
794,0.40510240821967086,0,0
4603,0.21373115437374016,0,0
2382,-0.014826810285550704,0,0
677,0.4803388495357766,1,0
6384,0.06281328930449265,0,0
5329,0.4040211741868541,1,0
4270,-0.012599169733926642,0,0
4264,0.5324441914372822,0,1
323,0.14728709866312883,0,0
158,0.21270819385104345,0,0
6970,0.6257026469684622,1,1
2057,0.3007136781090837,1,0
3926,0.31759303259080746,0,0
5850,0.49962216387987546,1,0
5612,-0.05388529943661756,0,0
705,0.41900556112962967,1,0
6453,0.5272219745420512,1,1
218,0.09432141295622179,0,0
58,0.03993382855886593,0,0
1489,0.04339849434714148,0,0
3593,0.5068994290568236,1,1
1907,0.3523814649220958,0,0
4935,0.006587483325312837,0,0
4182,0.5014503485281976,1,1
742,0.5233006132423054,1,1
5202,0.11318353079650736,0,0
501,0.18188448250618083,0,0
6863,0.010757422297084054,0,0
2479,-0.02648091845556326,0,0
4459,0.6315187050916002,1,1
1350,-0.07075271443166917,0,0
5708,0.6177845637250324,0,1
452,0.14596903389839036,0,0
6575,0.18567148115243207,0,0
3630,0.2757807776857498,1,0
4272,-0.030457961963586272,1,0
627,0.2194736632614855,0,0
175,0.14577973744427428,0,0
1017,-0.07677509153463338,0,0
2312,0.021035554142645463,0,0
2776,0.5650080126334266,1,1
1682,0.06267537922145566,0,0
2780,0.032250392625440376,1,0
688,-0.0069031634082676735,0,0
650,0.6042593972482416,1,1
1421,0.6282289975154942,1,1
5854,0.36786661279796284,0,0
4620,0.01840270789719891,0,0
2191,0.7407784851072211,1,1
3446,0.20674588014924145,0,0
1548,0.4133924086665402,0,0
755,0.6682218307132854,1,1
6022,0.18307838273074017,0,0
5993,0.564984632970845,0,1
273,0.5484503005852757,0,1
6295,-0.006198768785875275,0,0
6797,0.4076773080474365,0,0
1144,0.4855610664310075,1,0
4888,0.25319145006702254,0,0
856,-0.110740056710497,0,0
6171,0.3671181527539493,0,0
2176,-0.11456781442657768,0,0
2140,0.3761174700301958,1,0
3526,0.5024565585045858,1,1
5526,-0.08013515561189524,0,0
1865,0.41161445435221206,0,0
3866,0.10066210407600873,0,0
4925,0.028889146107210155,0,0
419,0.6969851718658329,1,1
6874,0.18237112690343468,0,0
800,0.25747176382494397,0,0
2025,0.11654359487376928,0,0
3332,0.3698152015431164,1,0
3769,0.15894341724551644,0,0
1987,0.53316393879455,1,1
571,0.1823123634834917,0,0
5212,-0.10592428761195435,0,0
2653,-0.12696108953548668,0,0
5030,0.5166401949160461,1,1
4448,0.6159996617609764,1,1
1890,0.33594440954407,1,0
1211,0.3847298151387677,1,0
754,0.5384128817887011,0,1
5287,0.2378035225674997,0,0
1002,0.5277882966377472,0,1
6732,0.44598376010846186,0,0
4609,0.12998459159566333,0,0
5696,0.23025489825224413,1,0
3034,0.6406656297229156,1,1
1454,0.11847345276234128,0,0
3262,0.4683324721802959,1,0
4178,-0.13341796572510628,0,0
1287,0.4584437719784647,0,0
276,0.4188295492387672,1,0
4941,0.2542510920383447,1,0
2739,0.1416727637590711,0,0
2075,0.4802220224849731,0,0
4517,0.7152217827703635,1,1
5586,-0.025964397914432613,0,0
1578,0.3514976456303645,1,0
3997,0.024604408669898,0,0
1778,-0.1585104134599082,0,0
731,0.19930967707525538,0,0
4127,-0.04806293987490701,0,0
2547,-0.09435947657403945,0,0
2837,0.22019854465617894,1,0
1296,0.5970593829252065,0,1
1864,0.21115581669486522,0,0
5863,0.580718272990925,1,1
4293,0.5193594409268264,1,1
6599,0.5779990269801448,1,1
281,0.3940641332013019,0,0
4480,0.5434549473234398,1,1
4670,0.13569926054945736,0,0
5525,-0.02455292258232436,0,0
3169,0.07736146576562933,0,0
6052,0.07812710623015223,0,0
1393,0.22019854465617894,0,0
3110,0.22019854465617894,0,0
5007,0.09486533917063739,0,0
4737,0.11654359487376928,0,0
5262,-0.0911839447230834,0,0
1372,0.42786250769712075,0,0
686,-0.008886271896631687,0,0
1702,0.5103532085673929,1,1
1963,0.5336513315994595,0,1
2821,0.7236506384812843,1,1
1416,0.0505675588034438,0,0
2321,0.433222070427895,0,0
2128,0.22312220025113622,0,0
70,0.2945406525877341,0,0
4445,0.14067720890965932,0,0
6527,0.3882010982395894,1,0
4311,0.4005838592556793,1,0
168,0.2701760442299757,1,0
2599,-0.13670185539470914,0,0
2860,0.36913373083349027,0,0
5923,0.5133181976071666,0,1
2457,0.3379490356796825,0,0
4322,0.6094816141434725,0,1
6292,0.3318360844095331,0,0
3055,0.29256199970650143,1,0
6695,-0.16691613096797506,0,0
3731,0.6094816141434725,0,1
5380,0.6532749273848607,1,1
4460,0.4061546136917683,0,0
6388,0.22019854465617894,1,0
6811,0.5293543796723957,1,1
2756,0.22019854465617894,1,0
3420,0.3550993594835425,0,0
2343,0.40386774892528216,0,0
0,0.4855610664310075,0,0
6627,-0.19307533856182146,0,0
6422,-0.0060193441165362765,0,0
499,0.5135598473830828,1,1
4668,0.3563298793083016,0,0
6813,-0.08577719560154667,1,0
5659,-0.00939253091823676,0,0
2689,0.1451810298969559,0,0
110,0.3327978341295424,1,0
2394,0.1117849058894409,0,0
6967,0.6421107462371309,1,1
1269,0.12426878265345068,0,0
1727,0.32407879047553784,0,0
2156,0.564984632970845,1,1
6548,0.13787414573080717,0,0
6826,0.26663385305443454,0,0
1658,0.2607680316291265,1,0
6996,0.09101253837178105,1,0
1867,0.6035557293170023,1,1
745,0.21554609432048805,0,0
2873,0.5598294054100016,1,1
1747,0.6309248638636931,1,1
6590,0.6147038310387034,1,1
2663,0.14787975745006773,0,0
3618,0.2275075746932101,0,0
1817,0.29996756790718565,0,0
2135,0.2739317114303686,0,0
1212,0.5833705296673181,0,1
2727,0.6642737433146195,1,1
5215,0.2548919101048262,1,0
3135,0.4989473776437469,1,0
659,0.10344762014313014,0,0
723,0.4751166326405457,1,0
2190,-0.03515277539173394,0,0
510,0.24359724720635276,0,0
6935,0.16982027175997488,0,0
3496,0.37450857995700215,0,0
5480,0.41431218271574394,0,0
1553,0.340985040064547,0,0
6359,0.21293258856822508,0,0
7032,0.7236506384812843,1,1
3533,0.10731027047712016,0,0
4058,0.3624282897847675,1,0
5499,0.6238741353326003,1,1
4773,0.12316486616759525,1,0
4197,0.531702742854306,0,1
453,0.4737039748674691,1,0
797,0.26338775515013446,0,0
6454,0.30847165161744394,0,0
2045,0.20257530998299408,0,0
2357,-0.12893601464481186,0,0
475,0.5212583090638442,1,1
258,0.4266949437318338,1,0
4027,0.38633894542162045,1,0
4252,0.3469777452170393,0,0
2984,0.005923285596249744,0,0
3706,0.3642904426027366,0,0
407,0.5076408776397997,0,1
964,0.41431218271574394,1,0
1385,0.16156742793991655,0,0
4118,0.312896485148128,0,0
996,0.3887267676921409,1,0
491,0.5241321627771648,0,1
6569,0.13144102330809715,0,0
3692,0.5455754124973854,0,1
2333,0.029645792361986625,0,0
209,0.09019372182661162,0,0
2307,0.23066790854529443,0,0
3050,0.46489650869845467,1,0
4084,0.6140001631074642,1,1
2538,0.2295446700929282,0,0
6190,0.570206849866076,1,1
3295,-0.05709615090655417,0,0
3001,0.17842080949433176,0,0
1495,0.26017419040121925,0,0
3280,0.03649730541091374,0,0
3784,0.5898885772848219,1,1
4427,0.1822132942955903,0,0
6428,0.5173438628472853,1,1
3795,0.6010527584325518,0,1
6416,-0.05765053304585118,0,0
1312,0.010757422297084054,0,0
1517,0.21719031393970328,0,0
4519,0.2070586125126222,0,0
1914,0.42580388236937555,0,0
2761,0.5208424552010589,1,1
5033,0.26469552582880645,0,0
639,0.5943693455970768,1,1
3379,0.21497632776094805,0,0
1408,0.08521315470729693,0,0
105,0.34892633396219286,0,0
4383,-0.1657167181079498,0,0
5587,0.3953934215272224,0,0
2523,-0.054620457694587204,0,0
5785,-0.022506237538049506,0,0
4623,0.36853988960558315,0,0
2722,0.006107817822555567,0,0
4373,-0.01551996412397083,0,0
4353,0.6147038310387034,1,1
1468,0.14206369932692964,0,0
6474,0.14188545709855893,0,0
3768,0.30572567950774354,0,0
548,0.3308049561382181,0,0
205,0.2619330381413242,0,0
6995,-0.050011781193354275,0,0
139,0.6257362881505693,1,1
305,-0.07167105346661098,0,0
6067,0.15773153245359067,0,0
5888,0.4344961999244599,1,0
2395,0.5003921415711374,0,1
3008,0.057591072409261757,0,0
5402,0.12621880641286626,0,0
5,0.6486070926289268,1,1
4233,0.11990484139199944,0,0
6827,0.021960063670915374,0,0
3473,0.3957771692356939,1,0
897,0.3169083480894433,0,0
6164,0.06874782704647855,0,0
1780,0.09228443785790902,1,0
6020,-0.014749559431637756,0,0
1297,0.5759834489006038,0,1
2546,0.20473765500399685,0,0
3909,0.13337935053372518,0,0
1377,-0.05709615090655417,0,0
2942,0.004245665004586507,0,0
5464,0.08716031726179937,0,0
6908,0.443079663337921,1,0
3290,0.28378348643389156,0,0
5827,0.4153922343075923,0,0
4567,0.437554904397541,0,0
748,-0.07744765250113883,0,0
2336,0.531148360715009,1,1
3019,0.2561229815031488,1,0
6224,0.1501016194699919,0,0
6058,0.4333388974786985,0,0
3418,0.29352306985214566,0,0
3289,0.47627393508630717,0,0
31,0.6819123624080473,0,1
3859,0.29799981215369725,0,0
3191,0.45675411560665424,0,0
5219,0.22019854465617894,0,0
4926,-0.014114622018868005,0,0
595,0.2378936501047411,1,0
2263,0.4429531331836344,1,0
6251,0.2914474283714425,0,0
6225,0.06289968906982646,0,0
4453,0.638162658838465,1,1
927,0.5520372282959327,1,1
4549,0.4288953725711353,0,0
160,0.35252939926470456,0,0
4536,0.6147038310387034,1,1
3347,0.05310776987963364,0,0
3719,-0.013581636898342825,0,0
6713,0.3737621065008141,0,0
6883,0.4157989223139397,0,0
4608,0.2218181308639131,0,0
3060,0.23999196508830312,0,0
5441,-0.1440889361614234,1,0
2502,-0.2062492798825891,0,0
440,0.461189744088165,0,0
1056,0.5938149634577798,1,1
117,0.5677975944149328,1,1
4406,0.16873651887667748,0,0
884,-0.07477416701754112,0,0
6112,0.3176145502380559,0,0
2487,0.17531348328915483,0,0
5470,0.18108709914163404,0,0
1766,0.0185325832581949,0,0
2093,0.2174690371258731,0,0
3629,0.15560351903909805,0,0
717,0.47948057390199705,0,0
5691,0.09414659067587805,0,0
4475,0.2810029945809807,0,0
1667,0.13069184742296877,0,0
1026,0.7308884334560563,1,1
5874,0.638162658838465,1,1
866,0.083322597026463,0,0
4420,0.0394109367462993,0,0
102,0.2617837523493818,0,0
6434,0.4855610664310075,1,0
2107,0.4742583570067661,0,0
3443,0.22744320371575047,0,0
222,0.2255591062494618,0,0
6394,0.14848365031824098,0,0
1675,0.5122750712136265,1,1
2004,0.49380273858996887,1,0
1877,-0.110740056710497,0,0
5292,-0.03323943308094382,0,0
3529,0.6917629549706019,0,1
6050,0.18169300263014707,0,0
2269,0.49895796615081234,1,0
1744,0.26885810075271527,0,0
308,0.5297249454265018,0,1
3195,0.5284291147042287,0,1
2749,0.22880440427799173,0,0
5257,0.5794441434943602,1,1
5132,0.009714295903543828,0,0
6243,0.009031473417512828,0,0
1444,0.25176685201047566,0,0
6055,0.459449981954853,0,0
4132,0.42289446368823674,1,0
4613,0.4468731430340467,1,0
1623,0.3561831123668399,0,0
4556,0.6094816141434725,1,1
4745,0.5128294533529234,0,1
498,0.5024565585045858,1,1
2645,0.2378035225674997,0,0
6718,0.515178998975802,1,1
1332,-0.08919985697027272,0,0
4200,-0.10085000505933217,0,0
3747,0.3500364496901204,0,0
3700,0.23672228853468297,1,0
1197,0.20918946720689457,0,0
1047,0.3285931999698999,0,0
4313,0.35329162667297775,0,0
5583,0.5219327683124328,1,1
875,0.46526604007799105,0,0
6334,0.2130197437734559,0,0
295,0.22019854465617894,0,0
5250,0.5832212438753757,0,1
3594,0.3992863500965328,0,0
2177,0.17666226561095,0,0
5866,0.2542510920383447,0,0
4986,0.4550064570472898,0,0
6064,0.4581054959571321,1,0
4068,0.0864214028961966,0,0
1471,0.43035521706204577,0,0
2226,0.05708481338765667,0,0
2428,0.4919405857719998,1,0
44,0.3477136301661619,0,0
900,0.21497632776094805,0,0
6429,-0.1421086045162459,0,0
4529,0.3350442582530164,0,0
6217,0.06175432690753534,0,0
2641,0.30317303932172845,0,0
3831,0.41756706527760235,1,0
3410,0.4207690589053636,1,0
5126,0.2470788513836982,0,0
4077,0.6995551320846709,0,1
28,-0.06624307553786948,0,0
3238,0.05504609710526173,0,0
1925,0.1256547143276072,0,0
204,0.2920076175672044,0,0
334,0.5204012158710329,1,1
2813,-0.15522652379030535,0,0
5651,0.3519838559943057,1,0
3708,0.11577437262240448,0,0
4258,0.22083704173418847,1,0
5139,-0.061226619676149174,0,0
4756,0.22704825943655424,0,0
6355,0.0392915754781225,0,0
826,0.7361106503512872,1,1
3576,-0.11855282669648057,0,0
6858,0.5160360921686133,1,1
1466,0.35775161615993545,0,0
4641,0.3698152015431164,0,0
1475,0.1867157638335532,0,0
287,0.570206849866076,1,1
3790,0.12219600237766054,1,0
6337,0.10666666594704308,0,0
1936,-0.03157469500406014,0,0
4160,0.09827705944547302,0,0
6183,0.11913920092747651,0,0
5288,0.6584971442800917,1,1
2157,0.31366646283938987,0,0
4316,-0.11267838393612509,0,0
1449,0.34761768472241744,0,0
4495,0.6147038310387034,1,1
5071,0.5165629440621331,0,1
876,0.39524951319531704,1,0
1972,0.48198354478644756,0,0
3596,0.360254587044386,1,0
6625,0.7099995658751327,1,1
623,0.06877442056532637,0,0
6523,0.04067924833636115,0,0
4546,0.583924911806615,1,1
2907,0.488026139555441,1,0
4607,0.33903763376036167,0,0
328,0.47063586432829085,0,0
5291,0.08295457540250609,0,0
4697,0.28771974471869777,0,0
325,0.2899110944794421,0,0
6522,0.07609136227976773,0,0
4537,0.37455002563343776,0,0
1971,0.07269307943613196,0,0
103,0.11730933784228095,0,0
1036,0.13743246245469284,0,0
6060,0.7042229668406048,0,1
2369,0.0163871298176579,0,0
3870,-0.0012845200262149095,0,0
363,-0.027728454433280397,0,0
3668,0.2389374571544064,0,0
4177,0.26537086363849843,0,0
4006,-0.14067889890273214,0,0
1795,0.4316235286521076,1,0
4087,0.21769557377172838,0,0
5284,0.5462498717459741,1,1
3570,0.08966328814624994,0,0
2164,0.04667865624483677,0,0
1502,0.08080975435723546,0,0
2632,0.0801104672918099,0,0
4718,0.055088101524811195,0,0
6506,0.5787026949113842,1,1
6989,0.2315503763876922,0,0
1392,-0.03969272137449728,0,0
6196,0.1538408887109014,0,0
4244,-0.04939824079935631,0,0
2904,0.3736247606652708,1,0
414,0.45154097778998065,0,0
5178,0.2279474800935458,0,0
2703,0.44097764933119543,1,0
5717,0.035817017142255964,0,0
6551,0.22433439348116765,0,0
1954,0.6413692976541548,1,1
1311,0.10742096462798958,0,0
566,0.2848642099007088,0,0
3211,0.04386274894919712,0,0
59,0.13326475349335862,0,0
6587,0.36807922289959366,0,0
6007,0.10075330423100348,0,0
2122,0.2416667244750532,0,0
6214,-0.05655878492021524,0,0
546,0.3888040185460539,1,0
573,0.18941449138666508,1,0
903,0.136880941520309,0,0
285,0.36767353375575496,0,0
5991,0.5097988264280959,1,1
1741,0.4338932796179955,0,0
5522,0.5434549473234398,1,1
6346,0.4389239524988118,1,0
6988,0.31221261983344223,0,0
849,-0.110740056710497,0,0
1426,0.10207053914159872,0,0
4040,-0.11382374609841614,0,0
494,0.22019854465617894,0,0
4776,0.5938149634577798,0,1
6261,-0.07930980531910789,0,0
39,0.6329404419432341,1,1
1560,0.030388239807471316,0,0
2443,0.09367725685258121,0,0
929,0.3083772566097716,0,0
6305,0.5227301516769797,1,1
2429,0.15970231842035754,0,0
1628,0.6159996617609764,0,1
4129,0.41491510302220835,0,0
5826,0.6584971442800917,1,1
702,0.49514722458768967,0,0
4687,0.49518668367629987,1,0
5579,0.038697734250215346,1,0
5089,0.4927988614057794,0,0
1059,0.494999290245081,1,0
2309,0.21159800692182207,0,0
1422,0.07334412286028824,0,0
6151,0.5284291147042287,1,1
4657,0.2178062679225978,0,0
6347,0.5415927945054708,0,1
332,0.2861336415116016,0,0
4299,0.377920736383591,0,0
6309,-0.15328819656467732,0,0
1257,0.18318257940074167,0,0
2684,0.1443920097698514,0,0
4703,0.5331745854674415,1,1
238,0.6885563161549121,1,1
1636,-0.0377166023835665,0,0
2185,0.2772534988599886,1,0
252,0.5671387393268976,1,1
7020,0.27850002369653015,0,0
684,0.49895796615081234,0,0
2879,0.4071109859517405,1,0
6885,0.5302810060026721,1,1
2715,0.15372120035028555,0,0
5010,0.01706939356057506,0,0
3763,0.642830493594399,1,1
4544,0.6584971442800917,1,1
5957,0.5637105034742801,1,1
4686,0.15503162245951044,0,0
4219,0.21437735249561543,0,0
4076,0.14861867181567054,0,0
4982,0.29008172891026757,1,0
2978,0.4193182934930104,0,0
5078,0.04067806589539284,0,0
3761,0.009031473417512828,0,0
5632,-0.11206484354212709,0,0
980,0.23672228853468297,0,0
6322,0.642830493594399,1,1
2586,-0.004356781838749713,0,0
2922,0.37588333997006157,1,0
3774,0.2615828221635926,0,0
6314,0.5440093294627367,0,1
1220,0.3138090171266049,0,0
3007,0.5350964481136751,1,1
6793,0.13817423802520876,0,0
2138,-0.033555026649237665,0,0
1369,0.2035016442602745,0,0
289,0.38491720856998657,1,0
2296,0.5233454260855094,0,1
4108,0.058448165602073054,0,0
2998,0.6094816141434725,0,1
1758,-0.11064310669049326,0,0
3641,0.15121141666446475,0,0
825,0.5265199850476854,1,1
4044,0.0682103284800673,0,0
2466,-0.14011425524390964,0,0
4678,0.6799403940003121,1,1
6707,-0.03173209146015124,0,0
3464,0.45803732418177645,0,0
1009,0.19295167538151148,0,0
970,0.6140001631074642,1,1
74,0.3294770192616312,0,0
2350,0.6642737433146195,0,1
2541,-0.01763399319793864,0,0
1167,0.21764190156713545,0,0
543,0.638162658838465,1,1
203,0.5421866357333781,0,1
1070,0.564984632970845,1,1
2577,0.6851626108955431,1,1
6719,-0.1585104134599082,0,0
1004,0.11575420675156095,0,0
3979,-0.0826801309158953,0,0
6205,0.4710517181910762,1,0
5420,0.02884714168766072,0,0
417,0.03549253044878736,0,0
4818,0.08909425277157547,0,0
2284,0.28900570332912245,0,0
3006,0.6557618188432827,1,1
972,0.05971448343475911,0,0
4413,0.6572230147835267,1,1
1884,0.12453607826423625,0,0
3220,-0.1440889361614234,0,0
2818,0.3437691198135239,1,0
80,0.6584971442800917,1,1
4345,-0.18319554843018218,0,0
531,-0.17473144628489787,0,0
4145,0.23275786913669474,0,0
6773,0.5794441434943602,1,1
5222,0.40530595035631045,0,0
6940,-0.18119883656733665,0,0
3387,0.1888652432847936,0,0
3353,0.5036155393872207,0,1
6138,0.2641222777998853,0,0
244,0.5051758045153661,0,1
2260,0.430843961316289,1,0
2450,0.11654359487376928,0,0
4159,0.35039699413436,0,0
4843,-0.11586532358572418,0,0
5809,0.5173438628472853,0,1
5550,0.15889912799934575,0,0
671,-0.05928829245052114,0,0
1399,0.04192442172356908,0,0
444,0.3874292585329944,0,0
4168,-0.05306913421710179,0,0
674,0.3453026588427493,1,0
4810,0.6060426207754243,1,1
3091,0.1653954743911416,0,0
6195,0.6257026469684622,1,1
5316,0.32411089662985176,0,0
1875,0.06289968906982646,0,0
1295,-0.0021547359434648597,0,0
3796,0.43911549651322634,1,0
1838,0.4468731430340467,0,0
5403,0.20396780188522723,0,0
373,0.11484361036252214,0,0
2777,0.24444747631436442,0,0
4057,-0.17611539137122895,0,0
655,0.48257873746368835,0,0
4273,0.3557843360379027,1,0
4497,0.3222823849939898,0,0
2977,0.26469552582880645,0,0
3699,0.1039599430466934,0,0
5226,0.27850002369653015,0,0
5146,0.5446501475292184,0,1
6406,0.27726623184967875,0,0
5626,0.3184768518825388,0,0
400,0.01917340132467643,0,0
3648,0.2698731495980017,0,0
5518,0.46335325651031484,1,0
2340,-0.03877438233955548,0,0
628,0.22469301895180335,0,0
1534,-0.169509229389667,0,0
4446,0.7303340513167593,1,1
857,0.44106408525838,1,0
6199,0.45019649179225973,1,0
4485,-0.02576284953516878,0,0
6245,0.0674714141144645,0,0
1528,0.39156116231685134,0,0
5660,0.14983033278304672,0,0
5236,0.2639486162208652,0,0
3216,0.3698152015431164,1,0
3590,-0.030329521616852262,0,0
6031,0.36387458873995127,0,0
